0 0 0 .BO.CC.BO.DDAAO..PEQQQ.PEFFG.P...GHH  
2 1 1 .BOCC..BO.DDAAO..PEQQQ.PEFFG.P...GHH C99  
2 1 1 .BO.CC.BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99  
2 1 1 .BO.CC.BO.DDAAO..PE.QQQPEFFG.P...GHH Q99  
2 1 1 .BO.CC.BODD.AAO..PEQQQ.PEFFG.P...GHH D99  
3 2 1 .BOCC..BO.DDAAO..PE.QQQPEFFG.P...GHH Q99 C99  
3 2 1 .BO.CC.BO.DDAAO..P..QQQPEFFG.PE..GHH Q99 E99  
3 2 1 .BO.CC.BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99  
3 2 1 .BO.CC.BODDPAAO..PEQQQ.PEFFG.....GHH P99 D99  
3 2 1 .BO.CC.BODD.AAO..P.QQQ.PEFFG.PE..GHH D99 E99  
3 2 1 .BOCC..BO.DDAAO..P.QQQ.PEFFG.PE..GHH E99 C99  
3 2 1 .BO.CC.BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99  
3 2 1 .BOCC..BODD.AAO..PEQQQ.PEFFG.P...GHH D99 C99  
4 3 1 .BOCC..BO.DDAAO..P..QQQPEFFG.PE..GHH E99 Q99 C99  
4 3 1 .BO.CC.BODDPAAO..PE.QQQPEFFG.....GHH P99 D99 Q99  
4 3 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE...HH G96 Q99 E99  
4 3 1 .BOCCP.BODDPAAO..PEQQQ..EFFG.....GHH P98 D99 C99  
4 3 1 .BO.CC.BODD.AAO..P..QQQPEFFG.PE..GHH D99 Q99 E99  
4 3 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE...HH G97 Q99 E99  
4 3 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE...HH G98 Q99 E99  
4 3 1 .BO.CC.BODDPAAO..P.QQQ.PEFFG..E..GHH E99 P99 D99  
4 3 1 .BOCC..BODD.AAO..P.QQQ.PEFFG.PE..GHH C99 D99 E99  
4 3 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE...HH G99 Q99 E99  
4 3 1 .BOCC..BO.DDAAO..PQQQ..PEFFG.PE..GHH Q99 E99 C99  
4 3 1 .BOCC..BODDPAAO..PEQQQ.PEFFG.....GHH C99 P99 D99  
4 3 1 .BO.CC.BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 D99 E99  
4 3 1 .BOCC..BODD.AAO..PE.QQQPEFFG.P...GHH D99 Q99 C99  
5 4 1 .BOCC..BODD.AAO..P..QQQPEFFG.PE..GHH D99 E99 Q99 C99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE.FF.PE...HH F99 G96 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..PE.QQQ.EFFG.....GHH Q99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE.FF.PE...HH F99 G98 Q99 E99  
5 4 1 .BO.CC.BODD.AAO..PQQQG.PEFFG.PE...HH D99 G99 Q99 E99  
5 4 1 .BOCC..BO.DDAAO..PQQQG.PEFFG.PE...HH C99 G99 Q99 E99  
5 4 1 .BO.CC.BODD.AAOG.PQQQG.PEFF..PE...HH D99 G98 Q99 E99  
5 4 1 .BOCC..BODDPAAO..PE.QQQPEFFG.....GHH C99 P99 D99 Q99  
5 4 1 .BOCC..BO.DDAAOG.PQQQG.PEFF..PE...HH C99 G98 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P.QQQ.PEFF..PE...HH Q98 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..P..QQQPEFFG..E..GHH E99 P99 D99 Q99  
5 4 1 .BOCCP.BODDPAAO..PE..QQQEFFG.....GHH Q98 P98 D99 C99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PEHH... H97 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE.HH.. H98 G97 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P..QQQPEFF..PE...HH Q97 G96 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PEFF..PE..HH. H99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE..FFPE...HH F98 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.PQQQ..PE.FF.PE...HH F99 G97 Q99 E99  
5 4 1 .BO.CC.BOGDDAAOG.P..QQQPEFF..PE...HH Q97 G97 Q99 E99  
5 4 1 .BO.CC.BODDPAAO..PQQQ..PEFFG..E..GHH Q99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE.HH.. H98 G99 Q99 E99  
5 4 1 .BOCC..BOGDDAAOG.PQQQ..PEFF..PE...HH C99 G97 Q99 E99  
5 4 1 .BOCCP.BODDPAAO..P.QQQ..EFFG..E..GHH E99 P98 D99 C99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PEHH... H97 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..P.QQQ.PEFF..PE...HH Q98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PEHH... H97 G96 Q99 E99  
5 4 1 .BOCC..BODD.AAO..PQQQ..PEFFG.PE..GHH Q99 C99 D99 E99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PE..HH. H99 G99 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE.HH.. H98 G96 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PEFF..PE..HH. H99 G96 Q99 E99  
5 4 1 .BOCC..BODDPAAO..P.QQQ.PEFFG..E..GHH C99 E99 P99 D99  
5 4 1 .BO.CC.BO.DDAAO..PQQQG.PEFFG.PEHH... H97 G99 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE.HH.. H98 G98 Q99 E99  
5 4 1 .BOGCC.BOGDDAAO..PQQQ..PE..FFPE...HH F98 G96 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PEFF..PE..HH. H99 G98 Q99 E99  
5 4 1 .BO.CC.BO.DDAAOG.PQQQG.PE..FFPE...HH F98 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO.....QQQPEBFF.PEBHH.P Q91 G92 C98 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..PEQQQ.PEBFF.P.B..HH E98 Q92 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..P.BQQQPEB.FF.EHH... H97 B95 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P.QQQ.PEBFF.PEBHH.. P96 F95 Q92 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG....QQQPEB.FFPEBHH.P Q91 C98 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..P.BQQQPEB.FF.E.HH.. F96 B95 Q91 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..PEBQQQPEB..FF..HH.. E98 B95 Q91 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG.PEQQQ.PEBFF.P.B..HH E98 Q92 G93 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..PE.QQQPEBFF.P.B..HH E98 Q91 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P.QQQ.PEB.FFPEBHH.. H98 P96 Q92 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P.QQQ.PEB.FFPEB.HH. H99 P96 Q92 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..P.BQQQPEBFF.PE...HH B95 Q91 G92 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO.....OGDDAAOG...QQQ.PEBFF.PEB.HHP Q92 G93 D98 P95 F95 H99 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..PEQQQ.PEB.FF..BHH.. F96 E98 Q92 H98 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG...BQQQPEB.FFPE.HH.P B95 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 E.OCC.E.OGDDAAOG....QQQP.B.FFP.BHH.P Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..P..QQQPEB.FFPEBHH.. Q91 G92 C98 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO.....QQQPEB.FFPEB.HHP Q91 G92 D98 C98 P95 F96 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..PE.QQQPEB.FFP.B..HH E98 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P..QQQPEB.FFPEBHH.. H98 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG..E.QQQPEB.FFP.BHH.P E98 Q91 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P..QQQPEB.FFPEB.HH. H99 Q91 P96 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG..E.QQQPEBFF.P.B.HHP E98 Q91 G93 D98 P95 F95 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG..EQQQ.PEB.FFP.BHH.P E98 Q92 G93 D98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO.....QQQPEBFF.PEBHH.P Q91 P95 H98 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG....OGDDAAO..P.QQQ.PEBFF.PEBHH.. H98 Q92 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG....OGDDAAO..P.QQQ.PEBFF.PEB.HH. H99 Q92 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG....OGDDAAO..PE.QQQPEBFF.P.B..HH E98 Q91 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG.P.BQQQPEB.FFPE.HH.. B95 Q91 G93 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG...BQQQPEBFF.PE.HH.P B95 Q91 G93 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO.....QQQPEB.FFPEBHH.P Q91 G92 D98 C98 P95 H98 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG....OGDDAAO..P..QQQPEBFF.PEBHH.. H98 Q91 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG....OGDDAAO..P..QQQPEBFF.PEB.HH. H99 Q91 G92 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG.P..QQQPEB.FFPEBHH.. C98 Q91 G93 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..CC.P.DDG.PAAOG.P..OQQQEBOFF.EBHH.. F96 D95 H98 C98 O92 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..CC.P.DDG.PAAOG.PE.OQQQEBO.FF.BHH.. E98 D95 H98 C98 O92 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG.P.QQQ.PEB.FFPEBHH.. Q92 G93 C98 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..PE.QQQPEB.FF..BHH.. H98 E98 Q91 F96 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO.....OGDDAAOG.PE.QQQPEBFF.P.B..HH E98 Q91 G93 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO.....OGDDAAOG.P..QQQPEBFF.PEBHH.. H98 Q91 G93 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG.PEQQQ.PEB.FFP.BHH.. E98 Q92 G93 H98 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO.....OGDDAAOG.P..QQQPEBFF.PEB.HH. H99 Q91 G93 D98 P96 F95 G94 Q93 O94 C96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 E.O.CCE.OGDDAAOG..QQQ..P.B.FFP.BHH.P G93 D98 C98 P95 H98 F96 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG.P.BQQQPEB.FFPE...HH B95 Q91 C98 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..P.BQQQPEB.FFPE...HH B95 Q91 G92 D98 C98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO..PEBQQQPEB.FFP....HH P96 B95 E98 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO....BQQQPEB.FFPE..HHP P95 F96 B95 H99 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO...E.QQQPEB.FFP.B.HHP E98 P95 H99 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 EBO.CCEBOGDDAAOG....QQQP.FF..P...HHP Q91 G93 D98 C98 P95 H99 F94 G94 Q93 O94 A98 E95 A99 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO....QQQ.PEB.FFPEBHH.P Q92 G92 C98 P95 H98 F96 G94 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..PEBQQQPEB..FF...HH. E98 B95 Q91 H99 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG.PEBQQQPEB.FFP....HH E98 B95 Q91 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..P.BQQQPEBFF..E..HH. B95 F95 Q91 H99 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG.PAAO..PE.QQQPEBFF...B.HH. E98 F95 Q91 H99 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG.PEQQQ.PEB.FFP.B..HH C98 E98 Q92 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG.PEQQQ.PEB.FFP.B.HH. H99 E98 Q92 G93 D98 P96 F96 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCC..OGDDAAO..P.QQQ.PEBFF.PEB.HH. Q92 G92 H99 D98 C98 P96 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..O.CC..OGDDAAOG...QQQ.PEBFF.PEB.HHP Q92 G93 D98 C98 P95 F95 H99 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 E.OGCCE.OGDDAAO...QQQ..P.BFF.P.B.HHP G92 D98 C98 P95 H99 F95 G94 Q93 O94 A94 E95 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 .CC..PDDOG.PAAOG.PEBOQQQEB.FF.....HH C97 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..CC.PDDOG.PAAOG.PEBOQQQEB.FF.....HH C98 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO....BQQQPEB.FFPE.HH.P B95 P95 H98 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CC...PDDOG.PAAOG.PEBOQQQEB..FF..HH.. C96 H98 E98 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEB.FF.HH.... H96 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEB.FF..HH... H97 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEBFF....HH.. F95 H98 E98 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEB.FF...HH.. H98 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEB.FF....HH. H99 E98 F96 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 .CC..PDDOG.PAAOG.PEBOQQQEB..FF..HH.. C97 H98 E98 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 .CC..PDD.G.P.AAG.PE.OQQQEBO.FF.BO.HH A93 C97 E98 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG.PAAO..PE.QQQPEBFF...B.HH. E98 P97 F95 H99 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OCC...OGDDAAOG..EQQQ.PEBFF.P.BHH.P E98 Q92 G93 D98 P95 H98 F95 G94 Q93 O94 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 ...CCP.DDG.P.AAG.PE.OQQQEBO.FF.BO.HH A93 D95 E98 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P..QQQPEBFF.PEBHH.. H98 Q91 P96 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ..OGCCDDOG..AAO..P..QQQPEBFF.PEB.HH. H99 Q91 P96 F95 G92 C98 P97 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO..P.BQQQPEB.FFPE.HH.. B95 H98 P96 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO..P.BQQQPEB.FFPEHH... H97 P96 B95 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CC...P.DDG.PEAAG.PE.OQQQ.BO.FF.BO.HH D95 C96 E97 A93 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO...DDOG..AAOG.PEQQQ.PEBFF.P.BHH.. P96 H98 E98 Q92 F95 G93 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 ..CC.PDD.G.PAA.G.P.BOQQQEBO.FFE.OHH. C98 O91 H99 B95 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO....BQQQPEBFF.PE..HHP P95 F95 B95 H99 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG.PAAO..P.BQQQPEB.FF.E.HH.. B95 H98 P97 F96 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 EBO.CCEBOGDDAAOG....QQQP..FF.P..HH.P C98 Q91 G93 D98 P95 H98 F95 G94 Q93 O94 A98 E95 A99 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCP.DDG.P.AAG.PE.OQQQEBO.FF.BOHH. H99 A93 D95 E98 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CC...P.DDG.P.AAG.PE.OQQQEBO.FF.BO.HH D95 C96 A93 E98 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CC...PDDOG.PAAOG.PEBOQQQEBFF......HH E98 C96 F95 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 ...CCP.DDG.P.AAG.P..OQQQEBO.FFEBOHH. A93 D95 H99 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCPDDOG.PAAOG.PEBOQQQEBFF..HH.... F95 H96 E98 B95 O93 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCOG..DDOG..AAO...E.QQQPEBFF.P.B.HHP P95 H99 F95 E98 Q91 G92 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 ..CC.PDD.G.PAA.G.PEBOQQQEBO.FF..O.HH C98 O91 E98 B95 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 .CC..PDD.G.PAA.G.P..OQQQEBOFF.EBOHH. C97 O91 H99 F96 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 .CCG.PDD.G.PEAA..PE.OQQQ.BO.FF.BO.HH G92 C97 E97 A93 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 ...CCP.DDG.PEAAG.PE.OQQQ.BO.FF.BOHH. D95 H99 E97 A93 O91 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 23 1 CCO...DDOG..AAOG..EQQQ.PEBFF.P.BHH.P P95 H98 E98 Q92 F95 G93 Q93 O94 A96 D96 C96 B96 A98 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
24 22 2 ..CC.PDD.G.PAA.G.P..OQQQEBOFF.EBOHH. C98 O91 H99 F96 Q90 G93 Q93 O94 D96 A94 B96 A97 O97 Q96 G96 F97 P98 C99 D99 G98 Q99 E99  
