0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
5 5 0 .BBC...DDCO.AA.QO.EEFQOPG.FQ.PGRRR.P A99 D99 P98 R98 B99  
5 5 0 .BBC..DD.CO.GAAQOPGEEQOP..FQ.P..FRRR B99 P99 G98 E99 F99  
5 5 0 BB.C.PDD.C.PGAAQOPGEEQO...FQO...FRRR G98 E99 P99 F99 O99  
5 5 0 BB.C..DD.CO.AA.QOPGEEQOPG.FQ.P..FRRR P99 G99 E99 F99 A99  
5 5 0 BB.C.PDD.C.PAA.QOP.EEQO.G.FQO.G.FRRR A99 E99 P99 F99 O99  
5 5 0 BB.C.P.DDC.P.AAQOP.EEQO.G.FQO.G.FRRR D99 E99 P99 F99 O99  
5 5 0 .BBC.PDD.C.P.AAQOP.EEQO.G.FQO.G.FRRR B99 E99 P99 F99 O99  
5 5 0 BB.CO..DDCOPAAFQOPEEFQ.PG..Q..GRRR.. F99 R98 O99 D99 A99  
5 5 0 BB.C..DDFCO.AAFQOP.EEQOPG..Q.PG.RRR. E99 P99 R99 F98 A99  
5 5 0 BB.C.PDD.COPAA.QOPGEEQO.G.FQ....FRRR P99 G99 E99 F99 A99  
5 5 0 BB.C..DD.C.PAA.QOPGEEQOPG.FQO...FRRR O99 G99 E99 F99 A99  
5 5 0 BB.C...DDCO.AAFQOPEEFQOPG..Q.PGRRR.. F99 R98 D99 P99 A99  
5 5 0 BB.CO.DD.COPAA.QOPGEEQ.PG.FQ....FRRR O99 G99 E99 F99 A99  
5 5 0 BB.C...DDCOPAA.QOPGEEQOPG.FQ....FRRR D99 G99 E99 F99 A99  
5 5 0 .BBC.PDDFCOPAAFQOPEE.QO.G..Q..G.RRR. F98 P99 R99 A99 B99  
5 5 0 BBFC..DDFCOP.AAQOP.EEQOPG..Q..GRRR.. E99 R98 A98 F97 A99  
5 5 0 BB.C...DDCO.AA.QOP.EEQOPG.FQ.PG.FRRR E99 P99 D99 F99 A99  
5 5 0 .BBC..DD.COPAA.QOPGEEQOPG.FQ....FRRR B99 G99 E99 F99 A99  
5 5 0 .BBC..DDFCO.AAFQO.EE.QOPG..Q.PGRRR.P P98 F98 R98 A99 B99  
5 5 0 BB.CO.DD.CO.AA.QOP.EEQ.PG.FQ.PG.FRRR P99 E99 O99 F99 A99  
5 5 0 .BBC..DDFCO.AAFQOPEE.QOPG..Q.PGRRR.. P99 F98 R98 A99 B99  
5 5 0 .BBC.PDDFCOPAAFQOPEE.QO.G..Q..GRRR.. P99 F98 R98 A99 B99  
5 5 0 BBFCOPDDFCOPAA.QOPEE.Q..G..Q..G.RRR. F97 A99 P99 R99 O99  
5 5 0 BB.COPDD.COPGAAQOPGEEQ....FQ....FRRR G98 E99 P99 F99 O99  
5 5 0 .BBC..DDFC.PAAFQ.PEE.QOPG..QO.GRRRO. O98 F98 R98 A99 B99  
5 5 0 .BBC..DDFC.PAAFQOPEE.QOPG..QO.GRRR.. O99 F98 R98 A99 B99  
5 5 0 .BBC..DDFC.PAAFQOPEE.QOPG..QO.G.RRR. F98 A99 R99 O99 B99  
5 5 0 .BBCO.DDFCOPAAFQOPEE.Q.PG..Q..GRRR.. O99 F98 R98 A99 B99  
5 5 0 BB.CO..DDCOPAAFQOPEEFQ.PG..Q..G.RRR. F99 A99 D99 R99 O99  
5 5 0 .BBC..DD.C..AA.Q.PEEFQOPG.FQOPGRRRO. A99 O98 P99 R98 B99  
5 5 0 BB.C..DD.C..GAAQOPGEEQOP..FQOP..FRRR O99 P99 G98 E99 F99  
5 5 0 BBFC..DDFCOPAA.QOPGEEQOPG..Q...RRR.. G99 E99 F97 R98 A99  
5 5 0 BB.C..DDFC..AAFQOPEE.QOPG..QOPGRRR.. F98 R98 O99 P99 A99  
5 5 0 .BBCO.DD.COPGAAQOPGEEQ.P..FQ....FRRR G98 E99 F99 O99 B99  
5 5 0 .BBCO..DDCO..AAQO.EEFQ.PG.FQ.PGRRR.P P98 R98 D99 O99 B99  
5 5 0 .BBC..DD.C.PGAAQOPGEEQOP..FQO...FRRR G98 E99 F99 O99 B99  
5 5 0 BB.C...DDC.PAAFQOPEEFQOPG..QO.GRRR.. F99 R98 D99 O99 A99  
5 5 0 BBFCO.DDFCO.AA.QOPEE.Q.PG..Q.PGRRR.. F97 R98 O99 P99 A99  
5 5 0 .BBC...DDCOPAAFQOPEEFQOPG..Q..G.RRR. F99 D99 R99 A99 B99  
5 5 0 .BBC...DDC...AAQO.EEFQOPG.FQOPGRRR.P P98 R98 D99 O99 B99  
5 5 0 .BBCO.DDFCOPAAFQOPEE.Q.PG..Q..G.RRR. F98 O99 R99 A99 B99  
5 5 0 .BBC.PDD.C.PAA.Q.PEEFQO.G.FQO.GRRRO. A99 O98 P99 R98 B99  
5 5 0 .BBC...DDC..AA.QOPEEFQOPG.FQOPG..RRR O99 B99 D99 P99 A99  
5 5 0 BB.C...DDCO.AAFQOPEEFQOPG..Q.PG.RRR. R99 F99 D99 P99 A99  
5 5 0 BBFCO.DDFCO.AA.QOPEE.Q.PG..Q.PG.RRR. F97 R99 O99 P99 A99  
5 5 0 .BBC...DDC.PAA.Q.PEEFQOPG.FQO.GRRRO. A99 D99 O98 R98 B99  
5 5 0 BBFCOPDDFCOP.AAQOPEE.Q..G..Q..G..RRR A98 F97 O99 P99 A99  
5 5 0 BBFC..DDFC..AA.QOPEE.QOPG..QOPGRRR.. F97 R98 O99 P99 A99  
5 5 0 BBFCO.DDFCO..AAQOPEE.Q.PG..Q.PG..RRR A98 F97 O99 P99 A99  
5 5 0 BB.CO.DDFCO.AAFQOP.EEQ.PG..Q.PG..RRR E99 F98 O99 P99 A99  
5 5 0 BBFC.PDDFC.PAA.QOPEE.QO.G..QO.GRRR.. F97 R98 O99 P99 A99  
5 5 0 .BBCO.DD.CO.AAFQOPEEFQ.PG..Q.PG..RRR B99 F99 O99 P99 A99  
5 5 0 BB.C..DDFCO.AAFQO..EEQOPG..Q.PG.RRRP E99 F98 A99 P98 R99  
5 5 0 BBFC..DDFCO..AAQO.EE.QOPG..Q.PG.RRRP A98 F97 A99 P98 R99  
5 5 0 BB.C.P.DDCOPAAFQOPEEFQO.G..Q..GRRR.. F99 R98 D99 P99 A99  
5 5 0 .BBCO.DD.CO.AA.QOPEE.Q.PG.FQ.PG.FRRR F99 B99 O99 P99 A99  
5 5 0 BB.COPDDFCOPAAFQOPEE.Q..G..Q..GRRR.. F98 R98 O99 P99 A99  
5 5 0 BB.C...DDC..AA.QO.EEFQOPG.FQOPG.RRRP D99 O99 A99 P98 R99  
5 5 0 BB.C..DD.C..AAFQO.EEFQOPG..QOPG.RRRP O99 F99 A99 P98 R99  
5 5 0 BBFC..DDFC..AA.QOPEE.QOPG..QOPG.RRR. F97 R99 O99 P99 A99  
5 5 0 BB.C..DD.C..AA.QOP.EEQOPG.FQOPG.FRRR E99 F99 O99 P99 A99  
5 5 0 BB.C...DDC..AA.QOPEEFQOPG.FQOPG.RRR. D99 R99 O99 P99 A99  
5 5 0 .BBC..DDFCOPAAFQOP.EEQOPG..Q..G.RRR. E99 F98 R99 A99 B99  
5 5 0 .BBC..DDFCOPAAFQOPGEEQOPG..Q.....RRR G99 E99 F98 A99 B99  
5 5 0 BB.C..DDFCO.AAFQOPGEEQOPG..Q.P...RRR P99 G99 E99 F98 A99  
5 5 0 BB.C..DD.C..AAFQOPEEFQOPG..QOPG.RRR. F99 R99 O99 P99 A99  
5 5 0 BBFC..DDFC...AAQOPEE.QOPG..QOPG..RRR A98 F97 O99 P99 A99  
5 5 0 .BBC..DD.C..AA.QOPEE.QOPG.FQOPG.FRRR B99 F99 O99 P99 A99  
5 5 0 BBFC..DDFC..AA.QOP.EEQOPG..QOPG..RRR E99 F97 O99 P99 A99  
5 5 0 .BBC.P.DDC.P.AAQOPEEFQO.G.FQO.G.RRR. O99 R99 D99 P99 B99  
5 5 0 BB.C..DDFC..AAFQOP.EEQOPG..QOPG..RRR E99 F98 O99 P99 A99  
5 5 0 BB.C.P.DDCOPAAFQOPEEFQO.G..Q..G.RRR. F99 R99 D99 P99 A99  
5 5 0 BB.C..DDFC.PAAFQOP.EEQOPG..QO.GRRR.. E99 R98 O99 F98 A99  
5 5 0 .BBC..DD.C..AAFQOPEEFQOPG..QOPG..RRR B99 F99 O99 P99 A99  
5 5 0 BB.C..DDFC..AAFQO.EE.QOPG..QOPGRRR.P P98 R98 O99 F98 A99  
5 5 0 .BBC..DDFC..AAFQOPEE.QOPG..QOPG..RRR B99 F98 O99 P99 A99  
5 5 0 BB.C.P.DDC.PAA.QOPEEFQO.G.FQO.G.RRR. O99 R99 D99 P99 A99  
5 5 0 .BBC.P.DDCOPAA.QOPEE.QO.G.FQ..G.FRRR F99 B99 D99 P99 A99  
5 5 0 BBFC.PDDFCOP.AAQOPEE.QO.G..Q..G.RRR. A98 F97 R99 P99 A99  
5 5 0 .BBC.PDD.C.PAA.QOPEE.QO.G.FQO.G.FRRR O99 A99 F99 P99 B99  
5 5 0 BB.C.P.DDC.PAAFQOPEEFQO.G..QO.G..RRR O99 F99 D99 P99 A99  
5 5 0 .BBCO..DDCO..AAQOPEEFQ.PG.FQ.PG.RRR. D99 O99 R99 P99 B99  
5 5 0 .BBCOPDD.COPAAFQOPEEFQ..G..Q..G..RRR B99 F99 O99 P99 A99  
5 5 0 BB.COPDDFCOPAAFQOP.EEQ..G..Q..G..RRR E99 F98 O99 P99 A99  
5 5 0 .BBC..DD.CO.AA.QOP.EEQOPG.FQ.PG.FRRR E99 P99 F99 A99 B99  
5 5 0 .BBCOPDD.COPAA.QOPEE.Q..G.FQ..G.FRRR F99 B99 O99 P99 A99  
5 5 0 BB.C.PDDFC.PAAFQOP.EEQO.G..QO.G..RRR E99 F98 O99 P99 A99  
5 5 0 BB.C..DDFCOPAAFQOPGEEQOPG..Q....RRR. G99 E99 R99 F98 A99  
5 5 0 BB.C.PDDFC.PAAFQOPEE.QO.G..QO.G.RRR. F98 R99 O99 P99 A99  
5 5 0 BBFC.PDDFC.P.AAQOPEE.QO.G..QO.G..RRR A98 F97 O99 P99 A99  
5 5 0 .BBC.PDD.COPGAAQOPGEEQO...FQ....FRRR G98 E99 F99 P99 B99  
5 5 0 .BBC.PDD.C.PAAFQOPEEFQO.G..QO.G..RRR B99 F99 O99 P99 A99  
5 5 0 .BBC.P.DDC.P.AAQOPEE.QO.G.FQO.G.FRRR O99 D99 F99 P99 B99  
5 5 0 BB.C.PDD.C.PAAFQ.PEEFQO.G..QO.GRRRO. O98 R98 P99 F99 A99  
5 5 0 BB.C..DD.C..AAFQO.EEFQOPG..QOPGRRR.P P98 R98 O99 F99 A99  
5 5 0 BB.C..DDFCOPAAFQOPGEEQOPG..Q..RRR... R97 G99 E99 F98 A99  
5 5 0 .BBC..DDFCO.AAFQOP.EEQOPG..Q.PG..RRR P99 E99 F98 A99 B99  
5 5 0 BB.C.P.DDCOPGAAQOPGEEQO...FQ....FRRR D99 P99 G98 E99 F99  
5 5 0 BB.C..DD.C..AAFQ.PEEFQOPG..QOPGRRRO. O98 R98 P99 F99 A99  
5 5 0 BB.C...DDC.PGAAQOPGEEQOP..FQO...FRRR D99 O99 G98 E99 F99  
5 5 0 .BBCO.DD.COPAAFQOPEEFQ.PG..Q..GRRR.. R98 O99 F99 A99 B99  
5 5 0 BB.CO..DDCOPGAAQOPGEEQ.P..FQ....FRRR D99 O99 G98 E99 F99  
5 5 0 BBFC..DDFC..AA.Q..EE.QOPG..QOPGRRROP O98 P98 F97 R98 A99  
5 5 0 BBFCO.DDFCO.AA.QO.EE.Q.PG..Q.PGRRR.P F97 A99 P98 R98 O99  
5 5 0 .BBC...DDCOPGAAQOPGEEQOP..FQ....FRRR B99 D99 G98 E99 F99  
5 5 0 BB.CO.DD.CO.AAFQO.EEFQ.PG..Q.PGRRR.P F99 A99 P98 R98 O99  
5 5 0 BB.CO.DDFCO.AAFQO.EE.Q.PG..Q.PGRRR.P F98 A99 P98 R98 O99  
5 5 0 .BBC..DD.C.PAAFQOPEEFQOPG..QO.GRRR.. B99 R98 O99 F99 A99  
5 5 0 BBFC.PDDFC.PAA.Q.PEE.QO.G..QO.GRRRO. O98 P99 F97 R98 A99  
5 5 0 BBFC..DDFCO..AAQOPEE.QOPG..Q.PG.RRR. A98 F97 R99 P99 A99  
5 5 0 BB.C..DDFCOPAAFQOPGEEQOPG..Q...RRR.. G99 R98 E99 F98 A99  
5 5 0 BBFC..DDFC..AA.Q.PEE.QOPG..QOPGRRRO. O98 P99 F97 R98 A99  
5 5 0 .BBC...DDC.PAAFQOPEEFQOPG..QO.G..RRR D99 O99 F99 A99 B99  
5 5 0 .BBCO.DD.CO.AA.QO.EEFQ.PG.FQ.PGRRR.P B99 A99 P98 R98 O99  
5 5 0 BBFC..DDFC..AA.QO.EE.QOPG..QOPGRRR.P O99 P98 F97 R98 A99  
5 5 0 .BBC...DDCOPAAFQOPEEFQOPG..Q..GRRR.. R98 D99 F99 A99 B99  
5 5 0 BB.C.PDDFC.PAAFQ.PEE.QO.G..QO.GRRRO. O98 R98 P99 F98 A99  
5 5 0 .BBC...DDC.PAA.QOPEE.QOPG.FQO.G.FRRR D99 A99 F99 O99 B99  
5 5 0 BB.C.PDDFCOPAAFQOP.EEQO.G..Q..GRRR.. E99 R98 P99 F98 A99  
5 5 0 .BBC...DDC...AAQOPEEFQOPG.FQOPG.RRR. R99 P99 D99 O99 B99  
5 5 0 BB.C...DDC.PAAFQ.PEEFQOPG..QO.GRRRO. O98 R98 D99 F99 A99  
5 5 0 BB.C...DDCO.AAFQO.EEFQOPG..Q.PGRRR.P P98 R98 D99 F99 A99  
5 5 0 BB.C..DDFCO.AAFQO..EEQOPG..Q.PGRRR.P P98 R98 E99 F98 A99  
5 5 0 BB.C..DDFC..AAFQ.PEE.QOPG..QOPGRRRO. O98 R98 P99 F98 A99  
5 5 0 BB.C...DDC..AA.Q..EEFQOPG.FQOPGRRROP D99 A99 O98 P98 R98  
5 5 0 BB.C..DDFCO.AAFQOP.EEQOPG..Q.PGRRR.. P99 R98 E99 F98 A99  
5 5 0 BBFC..DDFCOPAA.QOPGEEQOPG..Q..RRR... R97 G99 E99 F97 A99  
5 5 0 BB.C...DDC.P.AAQOPGEEQOPG.FQO...FRRR G99 D99 O99 E99 F99  
5 5 0 BB.CO.DD.CO.GAAQOPGEEQ.P..FQ.P..FRRR O99 P99 G98 E99 F99  
5 5 0 BB.C..DDFC.PAAFQ.P.EEQOPG..QO.GRRRO. O98 R98 E99 F98 A99  
5 5 0 .BBC...DDC...AAQOPEE.QOPG.FQOPG.FRRR F99 P99 D99 O99 B99  
5 5 0 BB.CO.DDFCOPAAFQOPGEEQ.PG..Q.....RRR O99 G99 E99 F98 A99  
5 5 0 .BBCO..DDCOPAAFQOPEEFQ.PG..Q..G..RRR D99 O99 F99 A99 B99  
5 5 0 .BBC..DD.CO.AAFQOPEEFQOPG..Q.PGRRR.. B99 R98 P99 F99 A99  
5 5 0 BB.CO.GDDCOPGAAQOP.EEQ.P..FQ....FRRR G97 D99 O99 E99 F99  
5 5 0 BB.CO..DDCO..AAQOP.EEQ.PG.FQ.PG.FRRR P99 D99 O99 E99 F99  
5 5 0 .BBC.PDDFCOPAAFQOP.EEQO.G..Q..G..RRR P99 E99 F98 A99 B99  
5 5 0 .BBCO.DDFCOPAAFQOP.EEQ.PG..Q..G..RRR O99 E99 F98 A99 B99  
5 5 0 BB.C...DDC.PAAFQOPEEFQOPG..QO.G.RRR. F99 R99 D99 O99 A99  
5 5 0 BBFC.PDDFC.PAA.QOP.EEQO.G..QO.G..RRR E99 F97 O99 P99 A99  
5 5 0 .BBC.PDD.COPAA.QOP.EEQO.G.FQ..G.FRRR A99 E99 F99 P99 B99  
5 5 0 BB.C..DD.C...AAQOPGEEQOPG.FQOP..FRRR G99 E99 P99 F99 O99  
5 5 0 BB.C...DDC...AAQOP.EEQOPG.FQOPG.FRRR D99 E99 P99 F99 O99  
5 5 0 .BBC...DDC...AAQO.EEFQOPG.FQOPG.RRRP B99 P98 D99 R99 O99  
5 5 0 BB.C.PDD.C.PAAFQOPEEFQO.G..QO.G.RRR. F99 R99 O99 P99 A99  
5 5 0 BB.C..DDFC.PAAFQOP.EEQOPG..QO.G.RRR. O99 E99 R99 F98 A99  
5 5 0 BB.C..DDFC.PAAFQOPGEEQOPG..QO....RRR O99 G99 E99 F98 A99  
5 5 0 BBFC.PDDFCOPAA.QOP.EEQO.G..Q..G.RRR. E99 F97 R99 P99 A99  
5 5 0 .BBCOPDDFCOPAAFQOPEE.Q..G..Q..G..RRR B99 F98 O99 P99 A99  
5 5 0 BBFC..DDFCO.AA.QOP.EEQOPG..Q.PG.RRR. E99 F97 R99 P99 A99  
5 5 0 BB.COP.DDCOPAA.QOPEE.Q..G.FQ..G.FRRR F99 P99 O99 D99 A99  
5 5 0 .BBCOP.DDCOPAA.QOPEEFQ..G.FQ..G..RRR O99 B99 D99 P99 A99  
5 5 0 .BBC.P.DDCOPAAFQOPEEFQO.G..Q..G..RRR B99 F99 D99 P99 A99  
5 5 0 .BBC..DD.C..AA.QO.EEFQOPG.FQOPGRRR.P A99 O99 P98 R98 B99  
5 5 0 .BBC..DD.C..AA.QOPEEFQOPG.FQOPGRRR.. B99 R98 O99 P99 A99  
5 5 0 .BBC.P.DDCOPAA.QOPEEFQO.G.FQ..GRRR.. B99 R98 D99 P99 A99  
5 5 0 BBFC..DDFCOP.AAQOPGEEQOPG..Q.....RRR A98 G99 E99 F97 A99  
5 5 0 BBFC..DDFCOP.AAQOP.EEQOPG..Q..G.RRR. A98 E99 R99 F97 A99  
5 5 0 BBFC.PDDFCOP.AAQOP.EEQO.G..Q..G..RRR A98 P99 E99 F97 A99  
5 5 0 BBFC..DDFC.P.AAQOP.EEQOPG..QO.G..RRR A98 O99 E99 F97 A99  
5 5 0 BB.C...DDCO.AAFQO.EEFQOPG..Q.PG.RRRP D99 F99 A99 P98 R99  
5 5 0 BB.COPDD.COPAAFQOPEEFQ..G..Q..GRRR.. F99 R98 O99 P99 A99  
5 5 0 BBFCO.DDFCOPAA.QOP.EEQ.PG..Q..G.RRR. O99 E99 R99 F97 A99  
5 5 0 BBFC..DDFCO.AA.QO..EEQOPG..Q.PG.RRRP E99 F97 A99 P98 R99  
5 5 0 BBFCO.DDFCO.AA.QO.EE.Q.PG..Q.PG.RRRP O99 F97 A99 P98 R99  
5 5 0 BB.C.PGDDCOPGAAQOP.EEQO...FQ....FRRR G97 E99 D99 F99 P99  
5 5 0 .BBC..GDDCOPGAAQOP.EEQOP..FQ....FRRR G97 E99 F99 D99 B99  
5 5 0 BB.CO.DDFCO.AAFQO.EE.Q.PG..Q.PG.RRRP O99 F98 A99 P98 R99  
5 5 0 BBFCOPDDFCOPAA.QOPEE.Q..G..Q..GRRR.. R98 F97 O99 P99 A99  
5 5 0 .BBC...DDCOP.AAQOPGEEQOPG.FQ....FRRR G99 E99 F99 D99 B99  
5 5 0 BB.C.PDDFC.PAAFQOPEE.QO.G..QO.GRRR.. F98 R98 O99 P99 A99  
5 5 0 .BBC.PDD.C.PAA.QOPEEFQO.G.FQO.GRRR.. B99 R98 O99 P99 A99  
5 5 0 BBFCO.DDFCOP.AAQOPEE.Q.PG..Q..G.RRR. A98 O99 R99 F97 A99  
5 5 0 BB.C...DDC.PAA.QOP.EEQOPG.FQO.G.FRRR E99 O99 D99 F99 A99  
5 5 0 BB.C..GDDCO.GAAQOP.EEQOP..FQ.P..FRRR G97 E99 P99 F99 D99  
5 5 0 BBFCO.DDFCO.AA.QOP.EEQ.PG..Q.PG..RRR E99 F97 O99 P99 A99  
5 5 0 BBFC..DDFCO.AA.QO..EEQOPG..Q.PGRRR.P P98 E99 F97 R98 A99  
5 5 0 BBFCO.DDFCOP.AAQOP.EEQ.PG..Q..G..RRR A98 O99 E99 F97 A99  
5 5 0 BBFC.PDDFCOPAA.QOP.EEQO.G..Q..GRRR.. P99 E99 F97 R98 A99  
5 5 0 BBFC..DDFC.PAA.QOP.EEQOPG..QO.GRRR.. O99 E99 F97 R98 A99  
5 5 0 BB.CO.DD.CO..AAQOPGEEQ.PG.FQ.P..FRRR G99 O99 P99 E99 F99  
5 5 0 BBFCO.DDFCOPAA.QOPGEEQ.PG..Q.....RRR O99 G99 E99 F97 A99  
5 5 0 .BBC...DDC...AAQOPEEFQOPG.FQOPGRRR.. P99 R98 D99 O99 B99  
5 5 0 .BBCO..DDCO.AA.QOPEEFQ.PG.FQ.PG..RRR O99 B99 D99 P99 A99  
5 5 0 BBFC..DDFC.PAA.QOP.EEQOPG..QO.G.RRR. E99 F97 R99 O99 A99  
5 5 0 BB.CO..DDCO.AAFQOPEEFQ.PG..Q.PG..RRR O99 F99 D99 P99 A99  
5 5 0 .BBC.P.DDC.P.AAQ.PEEFQO.G.FQO.GRRRO. D99 O98 P99 R98 B99  
5 5 0 BB.C..DD.C..AAFQ..EEFQOPG..QOPGRRROP F99 A99 O98 P98 R98  
5 5 0 .BBC..DD.CO..AAQOPGEEQOPG.FQ.P..FRRR G99 E99 F99 P99 B99  
5 5 0 .BBC.P.DDCOP.AAQOP.EEQO.G.FQ..G.FRRR D99 E99 F99 P99 B99  
5 5 0 .BBC.P.DDC.PAA.QOPEEFQO.G.FQO.G..RRR O99 B99 D99 P99 A99  
5 5 0 BB.C..GDDCOPGAAQOPEE.QOP..FQ....FRRR E98 G97 D99 E99 F99  
5 5 0 .BBCO.DD.COPAAFQOPEEFQ.PG..Q..G.RRR. F99 O99 R99 A99 B99  
5 5 0 BB.CO.DDFCO.AAFQOPEE.Q.PG..Q.PGRRR.. F98 R98 O99 P99 A99  
5 5 0 .BBC.PDD.COP.AAQOPGEEQO.G.FQ....FRRR G99 E99 F99 P99 B99  
5 5 0 .BBCO.DD.CO.AA.QOPEEFQ.PG.FQ.PGRRR.. B99 R98 O99 P99 A99  
5 5 0 BB.C...DDCO.GAAQOPGEEQOP..FQ.P..FRRR D99 P99 G98 E99 F99  
5 5 0 BB.C.P.DDC.PAA.QOPEE.QO.G.FQO.G.FRRR F99 P99 D99 O99 A99  
5 5 0 .BBCO..DDCO..AAQOPEE.Q.PG.FQ.PG.FRRR O99 D99 F99 P99 B99  
5 5 0 .BBC..DD.C.P.AAQOPGEEQOPG.FQO...FRRR G99 E99 F99 O99 B99  
5 5 0 BB.C.PDDFCOPAAFQOP.EEQO.G..Q..G.RRR. P99 E99 R99 F98 A99  
