0 0 0 ...OOO...BCPAA.BCP..QDDP..QEE...QRRR  
1 1 0 ..OOO....BCPAA.BCP..QDDP..QEE...QRRR O99  
1 1 0 OOO......BCPAA.BCP..QDDP..QEE...QRRR O97  
1 1 0 ...OOO..QBCPAAQBCP..QDDP...EE....RRR Q98  
1 1 0 ...OOO...BCPAA.BCP..QDDP..Q.EE..QRRR E99  
1 1 0 ...OOO...BCPAAQBCP..QDDP..QEE....RRR Q99  
1 1 0 .OOO.....BCPAA.BCP..QDDP..QEE...QRRR O98  
1 1 0 ...OOO...BCP.AABCP..QDDP..QEE...QRRR A99  
1 1 0 ...OOO...BC.AA.BCP..QDDP..QEEP..QRRR P99  
1 1 0 ..QOOO..QBCPAAQBCP...DDP...EE....RRR Q97  
2 2 0 ..OOO....BCPAA.BCP..QDDP..Q.EE..QRRR E99 O99  
2 2 0 OOO.C....BCPAA.B.P..QDDP..QEE...QRRR C99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE.RRR... R97 Q98  
2 2 0 ...OOO...BCPAAQBCP..QDDP..Q.EE...RRR Q99 E99  
2 2 0 ..QOOO..QBC.AAQBCP...DDP...EEP...RRR Q97 P99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE.RRR... R97 Q97  
2 2 0 ...OOO...BCP.AABCP..QDDP..Q.EE..QRRR A99 E99  
2 2 0 OOOB.....BCPAA..CP..QDDP..QEE...QRRR B99 O97  
2 2 0 .OOO.....BCPAA.BCP..QDDP..Q.EE..QRRR O98 E99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE..RRR.. R98 Q98  
2 2 0 ..OOO...QBCPAAQBCP..QDDP...EE....RRR Q98 O99  
2 2 0 OOO......BCPAA.BCP..QDDP..Q.EE..QRRR E99 O97  
2 2 0 ...OOO..QBCPAAQBCP..QDDP...EE...RRR. R99 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDPEE.......RRR E97 Q98  
2 2 0 ..OOO....BCPAAQBCP..QDDP..QEE....RRR Q99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP.EE......RRR E98 Q98  
2 2 0 ...OOO..QBCPAAQBCP..QDDP..EE.....RRR E99 Q98  
2 2 0 ..OOO....BCP.AABCP..QDDP..QEE...QRRR A99 O99  
2 2 0 ...OOO..QBCPAAQBCP..QDDP....EE...RRR E99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP....EE...RRR Q97 E99  
2 2 0 ...OOO...BC..AABCP..QDDP..QEEP..QRRR P99 A99  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE..RRR.. R98 Q97  
2 2 0 ...OOO..QBC.AAQBCP..QDDP...EEP...RRR P99 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP...EE...RRR. R99 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDPEE.......RRR E97 Q97  
2 2 0 ..OOO....BC.AA.BCP..QDDP..QEEP..QRRR P99 O99  
2 2 0 .OOO....QBCPAAQBCP..QDDP...EE....RRR O98 Q98  
2 2 0 ..QOOO..QBCPAAQBCP...DDP.EE......RRR E98 Q97  
2 2 0 ..QOOO..QBCPAAQBCP...DDP..EE.....RRR E99 Q97  
2 2 0 OOO.....QBCPAAQBCP..QDDP...EE....RRR Q98 O97  
2 2 0 ..QOOO..QBCPAAQBCPDD...P...EE....RRR D97 Q97  
2 2 0 ..QOOO..QBCPAAQBCP.DD..P...EE....RRR D98 Q97  
2 2 0 ..OOOP...BCPAA.BCP..QDD...QEE...QRRR P99 O99  
2 2 0 OOO......BCPAAQBCP..QDDP..QEE....RRR Q99 O97  
2 2 0 .OOO.....BC.AA.BCP..QDDP..QEEP..QRRR P99 O98  
2 2 0 ..QOOO..QBCPAAQBCP..DD.P...EE....RRR D99 Q97  
2 2 0 .OOO.....BCP.AABCP..QDDP..QEE...QRRR A99 O98  
2 2 0 OOO......BCP.AABCP..QDDP..QEE...QRRR A99 O97  
2 2 0 .OOO.P...BCPAA.BCP..QDD...QEE...QRRR P99 O98  
2 2 0 .OOOC....BCPAA.B.P..QDDP..QEE...QRRR C99 O98  
2 2 0 OOO......BC.AA.BCP..QDDP..QEEP..QRRR P99 O97  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE..RRR.. R98 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE.RRR... R97 Q99  
2 2 0 ...OOO...BCPAAQBCP..QDDP..QEE...RRR. R99 Q99  
2 2 0 OOO..P...BCPAA.BCP..QDD...QEE...QRRR P99 O97  
2 2 0 ...OOO...BC.AAQBCP..QDDP..QEEP...RRR P99 Q99  
2 2 0 .OOO.....BCPAAQBCP..QDDP..QEE....RRR O98 Q99  
7 7 0 .OOO.....BC..AABCPDDQ..PEEQ..P..QRRR O98 A99 Q94 P99 D97 E97 Q97  
7 7 0 .OOOCP..Q.CPAAQB.P..QBDD...EE.RRR... B99 D99 P99 C99 O98 R97 Q98  
7 7 0 ..OOO....BC..AABCPDDQ..PEEQ..P..QRRR O99 A99 Q94 P99 D97 E97 Q97  
7 7 0 OOOBCP...BCP..QAAP..Q.DD..QEE....RRR Q99 D99 P99 A97 B99 C99 O97  
7 7 0 .OOOCP...BCPAA.B.PDDQ.....Q.EE..QRRR C99 P99 O98 Q94 D97 Q97 E99  
7 7 0 OOO.......CPAAQBCPDDQB.PEEQ...RRR... O97 B99 Q95 D97 E97 R97 Q97  
7 7 0 OOO.....QB..AAQB.PDDQ.CPEE..CP...RRR O97 P99 C98 Q96 D97 E97 Q97  
7 7 0 .OOO....QB..AAQB.PDDQ.CPEE..CP...RRR O98 P99 C98 Q96 D97 E97 Q97  
7 7 0 OOO.......CPAAQ.CPDDQB.PEEQB..RRR... O97 B98 Q95 D97 E97 R97 Q97  
7 7 0 ..OOO...QB..AAQB.PDDQ.CPEE..CP...RRR O99 P99 C98 Q96 D97 E97 Q97  
7 7 0 ...OOO......AA..CPDDQBCPEEQB.P..QRRR B98 C99 Q94 P99 D97 E97 Q97  
7 7 0 .OOO.P...BCPAAQBCPDDQ...EEQ...RRR... P99 O98 Q95 D97 E97 R97 Q97  
7 7 0 .OOOC....BCPAAQB.PDDQ..PEEQ...RRR... C99 O98 Q95 D97 E97 R97 Q97  
7 7 0 OOO..P....CPAAQBCP..QBDDEEQ......RRR B99 D99 P99 O97 Q97 E97 Q98  
7 7 0 OOO..P..Q.CPAAQ.CP..QBDDEE.B..RRR... B98 D99 E97 P99 O97 R97 Q98  
7 7 0 ...OOO......AA.BCPDDQBCPEEQ..P..QRRR B99 C99 Q94 P99 D97 E97 Q97  
7 7 0 OOO......B..AA.BCPDDQ.CPEEQ..P..QRRR O97 C99 Q94 P99 D97 E97 Q97  
7 7 0 ..QOOO..QB..AAQB.P...DDP.EE.CPRRR.C. D98 C97 E98 D99 R97 Q97 P99  
7 7 0 .OOO.....B..AA.BCPDDQ.CPEEQ..P..QRRR O98 C99 Q94 P99 D97 E97 Q97  
7 7 0 ..OOO....B..AA.BCPDDQ.CPEEQ..P..QRRR O99 C99 Q94 P99 D97 E97 Q97  
7 7 0 ..OOOP...BCPAAQBCPDDQ...EEQ...RRR... P99 O99 Q95 D97 E97 R97 Q97  
7 7 0 OOO..P....CPAAQ.CP..QBDDEEQB.....RRR B98 D99 P99 O97 Q97 E97 Q98  
7 7 0 ...OOO.....P.AA..PDDQBCPEEQBC...QRRR B98 A99 Q94 C98 D97 E97 Q97  
7 7 0 ...OOO.....P.AAB.PDDQBCPEEQ.C...QRRR B99 A99 Q94 C98 D97 E97 Q97  
7 7 0 OOO..P...BCPAAQBCP..Q.DDEEQ....RRR.. R98 D99 P99 O97 Q97 E97 Q98  
7 7 0 OOO......B.P.AAB.PDDQ.CPEEQ.C...QRRR O97 A99 Q94 C98 D97 E97 Q97  
7 7 0 .OOO.....B.P.AAB.PDDQ.CPEEQ.C...QRRR O98 A99 Q94 C98 D97 E97 Q97  
7 7 0 OOOB.P...BCPAAQ.CP..QDD.EEQ....RRR.. R98 B99 P99 O97 Q97 E97 Q98  
7 7 0 .OOO.P..Q.CPAAQ.CP..Q.DD.EEB..RRRB.. B97 R97 D99 P99 O98 E98 Q98  
7 7 0 OOO..P....CPAA.BCPDDQB....Q.EE..QRRR B99 P99 O97 Q94 D97 Q97 E99  
7 7 0 ..OOO....B.P.AAB.PDDQ.CPEEQ.C...QRRR O99 A99 Q94 C98 D97 E97 Q97  
7 7 0 ...OOO.....PAAQBCPDDQBCPEEQ....RRR.. B99 C99 R98 Q95 D97 E97 Q97  
7 7 0 OOO..P..Q.CPAAQ.CP..Q.DDEE.B..RRRB.. B97 D99 E97 P99 O97 R97 Q98  
7 7 0 OOO......B.PAAQBCPDDQ.CPEEQ....RRR.. O97 C99 R98 Q95 D97 E97 Q97  
7 7 0 .OOO.....B.PAAQBCPDDQ.CPEEQ....RRR.. O98 C99 R98 Q95 D97 E97 Q97  
7 7 0 OOO..P...BCP.AABCPDDQ.....Q.EE..QRRR A99 P99 O97 Q94 D97 Q97 E99  
7 7 0 OOO.CP...BCPAA.B.PDDQ.....Q.EE..QRRR C99 P99 O97 Q94 D97 Q97 E99  
7 7 0 ..OOO....B.PAAQBCPDDQ.CPEEQ....RRR.. O99 C99 R98 Q95 D97 E97 Q97  
7 7 0 ..QOOO..Q...AAQ...DD..CP.EEBCPRRRB.P P98 B97 R97 C98 D97 E98 Q97  
7 7 0 .OOOC....BC.AAQB.P..QDDPEEQ..P.RRR.. R98 P99 C99 O98 Q97 E97 Q98  
7 7 0 ...OOO..Q..PAAQ..PDDQBCP.EEBC.RRR... B98 Q96 R97 C98 D97 E98 Q97  
7 7 0 ...OOO..QB..AAQB..DDQ.CPEE..CP.RRR.P C98 P98 R98 Q96 D97 E97 Q97  
7 7 0 ..OOOP....CPAAQ.CP..QBDDEEQB.....RRR B98 D99 P99 O99 Q97 E97 Q98  
7 7 0 ..QOOO..Q..PAAQ.CP..DDCP...BEERRRB.. C99 D97 B97 R97 D98 Q97 E99  
7 7 0 OOO..P..Q.CPAAQBCP..QBDDEE....RRR... B99 D99 E97 P99 O97 R97 Q98  
7 7 0 ..OOO.....CPAAQBCPDDQB.PEEQ...RRR... O99 B99 Q95 D97 E97 R97 Q97  
7 7 0 OOO.....QB.PAAQBCPDDQ.CPEE....RRR... O97 C99 Q96 D97 E97 R97 Q97  
7 7 0 ..OOOP..Q.CPAAQBCP..QBDDEE....RRR... B99 D99 E97 P99 O99 R97 Q98  
7 7 0 .OOO.P..Q.CPAAQ.CP..QBDD...BEE.RRR.. B98 D99 P99 R98 Q98 O98 E99  
7 7 0 ..QOOO..Q...AAQB...DDB.P.EE.CPRRR.CP C97 P98 R97 E98 B99 D98 Q97  
7 7 0 ...OOO..Q.C.AAQBC.DDQB.PEE...P.RRR.P B99 P98 R98 Q96 D97 E97 Q97  
7 7 0 .OOO....QBC.AAQBC.DDQ..PEE...P.RRR.P O98 P98 R98 Q96 D97 E97 Q97  
7 7 0 OOO.C.....CPAA.B.PDDQB.P..Q.EE..QRRR C99 O97 B99 Q94 D97 Q97 E99  
7 7 0 ...OOO....C.AAQBC.DDQB.PEEQ..P.RRR.P B99 P98 R98 Q95 D97 E97 Q97  
7 7 0 OOO......BC.AAQBC.DDQ..PEEQ..P.RRR.P O97 P98 R98 Q95 D97 E97 Q97  
7 7 0 ..OOOP....CPAAQBCP..QBDDEEQ......RRR B99 D99 P99 O99 Q97 E97 Q98  
7 7 0 .OOO.P....CPAAQBCP..QBDDEEQ......RRR B99 D99 P99 O98 Q97 E97 Q98  
7 7 0 .OOO.....BC.AAQBC.DDQ..PEEQ..P.RRR.P O98 P98 R98 Q95 D97 E97 Q97  
7 7 0 ..OOO....BC.AAQBC.DDQ..PEEQ..P.RRR.P O99 P98 R98 Q95 D97 E97 Q97  
7 7 0 .OOO.P....CPAAQ.CP..QBDDEEQB.....RRR B98 D99 P99 O98 Q97 E97 Q98  
7 7 0 ...OOO.....PAAQ..PDDQBCPEEQBC..RRR.. B98 Q95 R98 C98 D97 E97 Q97  
7 7 0 ...OOO.....PAAQB.PDDQBCPEEQ.C..RRR.. B99 Q95 R98 C98 D97 E97 Q97  
7 7 0 OOOB.P...BCPAAQ.CP..Q.DDEEQ......RRR B99 D99 P99 O97 Q97 E97 Q98  
7 7 0 OOOBC...QBCP..QAAP..QDDP....EERRR... R97 Q98 A97 B99 E99 C99 O97  
7 7 0 OOOB.....BCPAAQ.CPDDQ..PEEQ...RRR... B99 O97 Q95 D97 E97 R97 Q97  
7 7 0 OOO......B.PAAQB.PDDQ.CPEEQ.C..RRR.. O97 Q95 R98 C98 D97 E97 Q97  
7 7 0 .OOO.....B.PAAQB.PDDQ.CPEEQ.C..RRR.. O98 Q95 R98 C98 D97 E97 Q97  
7 7 0 OOO.C....BCPAAQB.PDDQ..PEEQ...RRR... C99 O97 Q95 D97 E97 R97 Q97  
7 7 0 ..OOO....B.PAAQB.PDDQ.CPEEQ.C..RRR.. O99 Q95 R98 C98 D97 E97 Q97  
7 7 0 ..QOOO..Q...AAQ...DD.BCPEE.BCP.RRR.P C98 B98 P98 D97 E97 R98 Q97  
7 7 0 OOOBC...QBCP..QAAP..QDDP....EE.RRR.. R98 Q98 A97 B99 E99 C99 O97  
7 7 0 OOOBCP..QBCP..QAAP..QDD.....EE...RRR P99 Q98 A97 B99 E99 C99 O97  
7 7 0 ..QOOO..Q...AAQ.C.DD.BCPEE.B.P.RRR.P C99 B98 P98 D97 E97 R98 Q97  
7 7 0 ...OOO.....PAAQ..PDDQB.PEEQBC..RRRC. B98 C97 R98 Q95 D97 E97 Q97  
7 7 0 OOOBC...QBCP..QAAP..QDDP....EE..RRR. R99 Q98 A97 B99 E99 C99 O97  
7 7 0 ...OOO.....PAAQB.PDDQB.PEEQ.C..RRRC. B99 C97 R98 Q95 D97 E97 Q97  
7 7 0 OOO......B.PAAQB.PDDQ..PEEQ.C..RRRC. O97 C97 R98 Q95 D97 E97 Q97  
7 7 0 .OOO......CPAAQ.CPDDQB.PEEQB..RRR... O98 B98 Q95 D97 E97 R97 Q97  
7 7 0 ..OOO.....CPAAQ.CPDDQ..PEEQB..RRRB.. O99 B97 Q95 D97 E97 R97 Q97  
7 7 0 .OOO.....B.PAAQBCPDDQ.CPEEQ...RRR... O98 C99 Q95 D97 E97 R97 Q97  
7 7 0 ..OOO...Q.CPAAQ.CPDDQ..PEE.B..RRRB.. O99 B97 Q96 D97 E97 R97 Q97  
7 7 0 .OOO.....B.PAAQB.PDDQ..PEEQ.C..RRRC. O98 C97 R98 Q95 D97 E97 Q97  
7 7 0 ..OOO....B.PAAQB.PDDQ..PEEQ.C..RRRC. O99 C97 R98 Q95 D97 E97 Q97  
7 7 0 ..OOO.....CPAAQ.CPDDQB.PEEQB..RRR... O99 B98 Q95 D97 E97 R97 Q97  
7 7 0 ...OOO....C.AAQBC.DDQB.PEEQ..P..RRRP B99 P98 Q95 D97 E97 R99 Q97  
7 7 0 OOO......BC.AAQBC.DDQ..PEEQ..P..RRRP O97 P98 Q95 D97 E97 R99 Q97  
7 7 0 ...OOO.....PAAQ.CPDDQBCPEEQB..RRR... B98 C99 Q95 D97 E97 R97 Q97  
7 7 0 OOO......B.PAAQBCPDDQ.CPEEQ...RRR... O97 C99 Q95 D97 E97 R97 Q97  
7 7 0 .OOO.....BC.AAQBC.DDQ..PEEQ..P..RRRP O98 P98 Q95 D97 E97 R99 Q97  
7 7 0 ..OOO....BC.AAQBC.DDQ..PEEQ..P..RRRP O99 P98 Q95 D97 E97 R99 Q97  
7 7 0 ...OOO.....PAAQBCPDDQBCPEEQ...RRR... B99 C99 Q95 D97 E97 R97 Q97  
7 7 0 OOO.....QB.PAAQB.PDDQ.CPEE..C...RRR. O97 C98 Q96 D97 E97 R99 Q97  
7 7 0 .OOO....QB.PAAQB.PDDQ.CPEE..C...RRR. O98 C98 Q96 D97 E97 R99 Q97  
7 7 0 ..OOO....B.PAAQBCPDDQ.CPEEQ...RRR... O99 C99 Q95 D97 E97 R97 Q97  
7 7 0 ..OOO...Q.CPAAQBCPDDQB.PEE....RRR... O99 B99 Q96 D97 E97 R97 Q97  
7 7 0 .OOO....Q.CPAAQ.CPDDQ..PEE.B..RRRB.. O98 B97 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO...QB.PAAQB.PDDQ.CPEE..C...RRR. O99 C98 Q96 D97 E97 R99 Q97  
7 7 0 ...OOO..Q.C.AAQBC.DDQB.PEE...P..RRRP B99 Q96 P98 D97 E97 R99 Q97  
7 7 0 .OOO....Q.CPAAQBCPDDQB.PEE....RRR... O98 B99 Q96 D97 E97 R97 Q97  
7 7 0 OOO.....QBC.AAQBC.DDQ..PEE...P..RRRP O97 Q96 P98 D97 E97 R99 Q97  
7 7 0 .OOO....QBC.AAQBC.DDQ..PEE...P..RRRP O98 Q96 P98 D97 E97 R99 Q97  
7 7 0 ...OOO..QB..AAQB.PDDQ..P.EE.CPRRR.C. C97 E98 Q96 D97 R97 Q97 P99  
7 7 0 ..OOO...Q.CPAAQ.CPDDQB.PEE.B..RRR... O99 B98 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO...QBC.AAQBC.DDQ..PEE...P..RRRP O99 Q96 P98 D97 E97 R99 Q97  
7 7 0 OOO.....Q.CPAAQ.CPDDQB.PEE.B....RRR. O97 B98 Q96 D97 E97 R99 Q97  
7 7 0 ...OOO..QB..AAQB.PDDQ.CP.EE.CPRRR... C98 E98 Q96 D97 R97 Q97 P99  
7 7 0 .OOO....Q.CPAAQ.CPDDQB.PEE.B....RRR. O98 B98 Q96 D97 E97 R99 Q97  
7 7 0 ..OOO...Q.CPAAQ.CPDDQB.PEE.B....RRR. O99 B98 Q96 D97 E97 R99 Q97  
7 7 0 ..QOOO..Q...AAQBCP.DDBCP..EE.PRRR... B99 E99 C99 D98 R97 Q97 P99  
7 7 0 .OOO....QB.PAAQBCPDDQ.CPEE....RRR... O98 C99 Q96 D97 E97 R97 Q97  
7 7 0 ...OOO..Q..PAAQB.PDDQBCPEE..C.RRR... B99 C98 Q96 D97 E97 R97 Q97  
7 7 0 OOO.....QBC.AAQBC.DDQ..PEE...PRRR..P O97 P98 Q96 D97 E97 R97 Q97  
7 7 0 ..OOOP..Q.CPAAQ.CP..QBDDEE.B..RRR... B98 D99 E97 P99 O99 R97 Q98  
7 7 0 OOO.......C.AAQBC.DDQB.P..QEEP..RRRP P98 R99 O97 B99 Q95 D97 Q97  
7 7 0 .OOO....QB.PAAQB.PDDQ.CP.EE.C..RRR.. O98 Q96 R98 C98 D97 E98 Q97  
7 7 0 ..QOOO..Q...AAQBCP.DDBCPEE...PRRR... E97 B99 C99 D98 R97 Q97 P99  
7 7 0 ..OOO...QB.PAAQB.PDDQ.CP.EE.C..RRR.. O99 Q96 R98 C98 D97 E98 Q97  
7 7 0 OOO.C.....CPAAQB.PDDQB.P..QEE..RRR.. R98 B99 C99 O97 Q95 D97 Q97  
7 7 0 ..OOO...QB.PAAQBCPDDQ.CPEE....RRR... O99 C99 Q96 D97 E97 R97 Q97  
7 7 0 ...OOO..Q..PAAQ..PDDQBCPEE.BC.RRR... B98 C98 Q96 D97 E97 R97 Q97  
7 7 0 OOO.C.....CPAAQB.PDDQB.P..Q.EE...RRR E99 B99 C99 O97 Q95 D97 Q97  
7 7 0 OOO.CP....CPAAQB.PDDQB....QEE....RRR P99 B99 C99 O97 Q95 D97 Q97  
7 7 0 ..QOOO..Q...AAQB.P.DDBCP..EECPRRR... C98 E99 B99 D98 R97 Q97 P99  
7 7 0 ...OOO..Q..PAAQ.CPDDQBCP.EEB....RRR. B98 C99 R99 Q96 D97 E98 Q97  
7 7 0 ...OOO..Q..PAAQBCPDDQBCP.EE.....RRR. B99 C99 R99 Q96 D97 E98 Q97  
7 7 0 OOO.....QB.PAAQB.PDDQ.CPEE..C.RRR... O97 C98 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO...QB.PAAQB.PDDQ.CPEE..C.RRR... O99 C98 Q96 D97 E97 R97 Q97  
7 7 0 ...OOO..Q.C.AAQBC.DDQB.PEE...PRRR..P B99 P98 Q96 D97 E97 R97 Q97  
7 7 0 OOO.....QB.PAAQBCPDDQ.CP.EE.....RRR. O97 C99 R99 Q96 D97 E98 Q97  
7 7 0 .OOO....QB.PAAQBCPDDQ.CP.EE.....RRR. O98 C99 R99 Q96 D97 E98 Q97  
7 7 0 .OOO....QB.PAAQB.PDDQ.CPEE..C.RRR... O98 C98 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO...QB.PAAQBCPDDQ.CP.EE.....RRR. O99 C99 R99 Q96 D97 E98 Q97  
7 7 0 ...OOO.....P..AA.PDDQBCPEEQBC...QRRR C98 A98 Q94 B98 D97 E97 Q97  
7 7 0 ...OOO..QB..AAQBC.DDQ.CPEE...PRRR..P C99 P98 Q96 D97 E97 R97 Q97  
7 7 0 ...OOO..Q.C.AAQ.C.DDQB.PEE.B.PRRR..P B98 P98 Q96 D97 E97 R97 Q97  
7 7 0 ...OOO.....P..AACPDDQBCPEEQB....QRRR C99 A98 Q94 B98 D97 E97 Q97  
7 7 0 OOO.......CP..AACPDDQB.PEEQB....QRRR O97 A98 Q94 B98 D97 E97 Q97  
7 7 0 ...OOO..Q.C.AAQ.C.DDQ..PEE.B.PRRRB.P B97 P98 Q96 D97 E97 R97 Q97  
7 7 0 .OOO......CP..AACPDDQB.PEEQB....QRRR O98 A98 Q94 B98 D97 E97 Q97  
7 7 0 ..OOO.....CP..AACPDDQB.PEEQB....QRRR O99 A98 Q94 B98 D97 E97 Q97  
7 7 0 .OOO....QBC.AAQBC.DDQ..PEE...PRRR..P O98 P98 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO...QBC.AAQBC.DDQ..PEE...PRRR..P O99 P98 Q96 D97 E97 R97 Q97  
7 7 0 OOO.......C.AAQBCPDDQB.P..QEEPRRR... O97 B99 Q95 D97 R97 Q97 P99  
7 7 0 ..OOO.....C.AAQBCPDDQB.P..QEEPRRR... O99 B99 Q95 D97 R97 Q97 P99  
7 7 0 OOOB.....B.PAAQ.CPDDQ.CP..Q.EE...RRR E99 C99 B99 O97 Q95 D97 Q97  
7 7 0 OOOB.....B..AAQ.CPDDQ.CP..QEEP...RRR P99 C99 B99 O97 Q95 D97 Q97  
7 7 0 ..QOOO..Q...AAQBCPDD.BCP..EE.PRRR... E99 B99 C99 D97 R97 Q97 P99  
7 7 0 OOOB.P...B.PAAQ.CPDDQ.C...QEE....RRR P99 C99 B99 O97 Q95 D97 Q97  
7 7 0 OOOB.....BC.AAQ.C.DDQ..P..QEEP..RRRP P98 R99 B99 O97 Q95 D97 Q97  
7 7 0 ...OOO..Q..PAAQ..PDDQ..PEE.BC.RRRBC. B97 C97 Q96 D97 E97 R97 Q97  
7 7 0 ..OOOP..Q.CPAAQ.CP..Q.DDEE.B..RRRB.. B97 D99 E97 P99 O99 R97 Q98  
7 7 0 OOOB.....BC.AAQ.CPDDQ..P..QEEP..RRR. P99 R99 B99 O97 Q95 D97 Q97  
7 7 0 OOO.C....BC.AAQB..DDQ..P..QEEP.RRR.P C99 P98 R98 O97 Q95 D97 Q97  
7 7 0 ...OOO..Q..PAAQ..PDDQB.PEE.BC.RRR.C. B98 C97 Q96 D97 E97 R97 Q97  
7 7 0 OOO.......C.AAQBC.DDQB.P..QEEP.RRR.P B99 P98 R98 O97 Q95 D97 Q97  
7 7 0 OOOB.....BC.AAQ.C.DDQ..P..QEEP.RRR.P B99 P98 R98 O97 Q95 D97 Q97  
7 7 0 OOO.C....BC.AAQB.PDDQ..P..QEEPRRR... C99 O97 Q95 D97 R97 Q97 P99  
7 7 0 OOO..P..Q.CPAAQBCP..QBDDEE......RRR. B99 D99 E97 P99 O97 R99 Q98  
7 7 0 .OOO......C.AAQBCPDDQB.P..QEEPRRR... O98 B99 Q95 D97 R97 Q97 P99  
7 7 0 OOO..P...B.PAAQBCPDDQ.C...Q.EE...RRR C99 P99 E99 O97 Q95 D97 Q97  
7 7 0 OOO.CP...BCPAAQB.PDDQ.....Q.EE...RRR C99 P99 E99 O97 Q95 D97 Q97  
7 7 0 OOO..P..Q.CPAAQ.CP..QBDDEE.B....RRR. B98 D99 E97 P99 O97 R99 Q98  
7 7 0 OOO..P....CPAAQ.CPDDQB....QBEE...RRR B98 P99 E99 O97 Q95 D97 Q97  
7 7 0 OOO..P....CPAAQBCPDDQB....Q.EE...RRR B99 P99 E99 O97 Q95 D97 Q97  
7 7 0 ..QOOO..QB..AAQB.P...DDP..EECPRRR.C. D98 C97 D99 E99 R97 Q97 P99  
7 7 0 OOOB.....BC.AAQ.CPDDQ..P..QEEPRRR... B99 O97 Q95 D97 R97 Q97 P99  
7 7 0 OOOB.P...BCPAAQ.CPDDQ.....Q.EE...RRR B99 P99 E99 O97 Q95 D97 Q97  
7 7 0 .OOOC.....CPAAQB.PDDQB.P..QEE..RRR.. R98 B99 C99 O98 Q95 D97 Q97  
7 7 0 .OOOC....BC.AAQB.PDDQ..P..QEEPRRR... C99 O98 Q95 D97 R97 Q97 P99  
7 7 0 .OOOC.....CPAAQB.PDDQB.P..Q.EE...RRR E99 B99 C99 O98 Q95 D97 Q97  
7 7 0 .OOOCP....CPAAQB.PDDQB....QEE....RRR P99 B99 C99 O98 Q95 D97 Q97  
7 7 0 ...OOO..Q..PAAQB.PDDQB.PEE..C.RRR.C. B99 C97 Q96 D97 E97 R97 Q97  
7 7 0 .OOO....QB.PAAQB.PDDQ..PEE..C.RRR.C. O98 C97 Q96 D97 E97 R97 Q97  
7 7 0 .OOO.P....CPAA..CP..QBDDEEQB....QRRR B98 D99 P99 Q96 O98 E97 Q98  
7 7 0 OOOBCP..QBCPAAQ..P..QDD...EE...RRR.. P99 B99 C99 R98 O97 E99 Q98  
7 7 0 ..QOOO..Q...AAQBCP.DDBCPEE...P..RRR. B99 C99 E97 D98 R99 Q97 P99  
7 7 0 .OOO.....BC.AAQBC.DDQ..PEEQ..PRRR..P O98 P98 Q95 D97 E97 R97 Q97  
7 7 0 .OOOC.....C.AAQB.PDDQB.P..QEEP...RRR B99 P99 C99 O98 Q95 D97 Q97  
7 7 0 .OOOC....BC.AAQB.PDDQ..P..QEEP..RRR. P99 R99 C99 O98 Q95 D97 Q97  
7 7 0 OOO.....QB.PAAQB.PDDQ..PEE..C.RRR.C. O97 C97 Q96 D97 E97 R97 Q97  
7 7 0 .OOOC.....CPAAQB.PDDQB.P..QEE...RRR. B99 R99 C99 O98 Q95 D97 Q97  
7 7 0 .OOOCP...BCPAAQB.PDDQ.....Q.EE...RRR C99 P99 E99 O98 Q95 D97 Q97  
7 7 0 ..OOO...QB.PAAQB.PDDQ..PEE..C.RRR.C. O99 C97 Q96 D97 E97 R97 Q97  
7 7 0 ..OOO....B.PAAQB.PDDQ.CPEEQ.C.RRR... O99 C98 Q95 D97 E97 R97 Q97  
7 7 0 .OOO.P....CPAAQ.CPDDQB....QBEE...RRR B98 P99 E99 O98 Q95 D97 Q97  
7 7 0 .OOO.P....CPAAQBCPDDQB....Q.EE...RRR B99 P99 E99 O98 Q95 D97 Q97  
7 7 0 .OOO.....B.PAAQB.PDDQ.CPEEQ.C.RRR... O98 C98 Q95 D97 E97 R97 Q97  
7 7 0 OOOB.P...BCPAAQ.CPDDQ.....QEE...RRR. B99 R99 P99 O97 Q95 D97 Q97  
7 7 0 .OOOCP...BCPAAQB.PDDQ.....QEE...RRR. C99 R99 P99 O98 Q95 D97 Q97  
7 7 0 .OOO.P....CPAA.BCP..QBDDEEQ.....QRRR B99 D99 P99 Q96 O98 E97 Q98  
7 7 0 OOO..P...BCP.AABCP..Q.DDEEQ.....QRRR A99 D99 P99 Q96 O97 E97 Q98  
