0 0 0 BB...OP..Q.OPAAQ.OP..Q..C...DDC.RRR.  
2 1 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDC.RRR. B99  
2 1 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDC.RRR. B97  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99  
2 1 1 BB...OP....OPAAQ.OP..Q..C..QDDC.RRR. Q99  
2 1 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDC.RRR. B98  
2 1 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDC.RRR. Q99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99  
2 1 1 BB....P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97  
2 1 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99 B99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99 B99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.C..RRR R99 D99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C..DD.CRRR.. R99 D99  
3 2 1 BB...OP....OPAAQ.OP..Q..CDDQ..C.RRR. Q99 D97  
3 2 1 BB....P..Q..PAAQ..P..Q.OC.DD.OC.RRRO O97 D98  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C..DD.C.RRR. Q99 D99  
3 2 1 .BB..OP....OPAAQ.OP..Q..C..QDDC.RRR. Q99 B99  
3 2 1 BB....P..Q..PAAQ..P..Q.OC..DDOC.RRRO O97 D99  
3 2 1 BB....P..Q..PAAQ.OP..Q.OC..DDOC.RRR. O98 D99  
3 2 1 .BBQ.OP..Q.OPAAQ.OP.....C...DDC.RRR. Q99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDCRRR.. R99 B97  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC..DD.C.RRR. O99 D99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C..DD.C.RRR. B98 D99  
3 2 1 BB....P..Q..PAAQ.OP..Q.OC.DD.OC.RRR. O98 D98  
3 2 1 PBB..OP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B97  
3 2 1 BB....P..Q..PAAQ..P..Q.OCDD..OC.RRRO O97 D97  
3 2 1 BB....P..Q..PAAQ.OP..Q.OCDD..OC.RRR. O98 D97  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B97  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC.DD..C.RRR. D98 O99  
3 2 1 ....BBP..Q.OPAAQ.OP..Q.OC...DDC.RRR. B96 O99  
3 2 1 .BB...P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B97  
3 2 1 BB...OP....OPAAQ.OP..Q..C..QDDC..RRR R99 Q99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..C..RRR D98 R99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OCDD...C.RRR. D97 O99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC...DDC..RRR O99 R99  
3 2 1 ...BBOP..Q.OPAAQ.OP..Q..C..DD.C.RRR. D99 B97  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....CDD...C.RRR. D97 Q99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C.DD..C.RRR. D98 Q99  
3 2 1 ...BBOP....OPAAQ.OP..Q..C..QDDC.RRR. Q99 B97  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..CDD...CRRR.. D97 R99  
3 2 1 BB.Q..P..Q.OPAAQ.OP....OC...DDC.RRR. O99 Q99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B98  
3 2 1 P..BBOP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B97  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B98  
3 2 1 P.BB.OP..Q.OPAAQ.O...Q..C...DDC.RRR. P99 B98  
3 2 1 ...BB.P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B97  
3 2 1 ..BB..P..Q.OPAAQ.OP..Q.OC...DDC.RRR. O99 B98  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B98  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..CDD...C..RRR D97 R99  
3 2 1 BB....P....OPAAQ.OP..Q.OC..QDDC.RRR. O99 Q99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C...DDC..RRR R99 B99  
3 2 1 ..BB.OP....OPAAQ.OP..Q..C..QDDC.RRR. B98 Q99  
3 2 1 BB...OP..Q.OPAAQ.OP..Q..C.DD..CRRR.. D98 R99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..CDD...C.RRR. D97 B99  
3 2 1 BB...OP....OPAAQ.OP..Q..C..QDDCRRR.. Q99 R99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDC..RRR R99 Q99  
3 2 1 BB.Q.OP..Q.OPAAQ.OP.....C...DDCRRR.. Q99 R99  
3 2 1 .BB..OP..Q.OPAAQ.OP..Q..C.DD..C.RRR. D98 B99  
3 2 1 BB....P..Q.OPAAQ.OP..Q.OC...DDCRRR.. O99 R99  
3 2 1 ..BB.OP..Q.OPAAQ.OP..Q..C...DDCRRR.. B98 R99  
5 4 1 ...QBBP..Q.OPAAQ.OP....OCDD...C.RRR. Q99 D97 B96 O99  
5 4 1 P...BBP....OPAAQ.O...Q.OC..QDDC.RRR. P99 Q99 B96 O99  
5 4 1 P..QBBP..Q.OPAAQ.O.....OC...DDC.RRR. P99 Q99 B96 O99  
5 4 1 ...QBBP..Q.OPAAQ.OP....OC.DD..C.RRR. D98 Q99 B96 O99  
5 4 1 P...BBP..Q.OPAAQ.OC..Q.OC...DD..RRR. C99 P99 B96 O99  
5 4 1 P.BB.OP..Q.OPAAQ.OC..Q..C.DD....RRR. D98 C99 P99 B98  
5 4 1 P...BBP..Q.OPAAQ.O...Q.OC...DDC..RRR P99 R99 B96 O99  
5 4 1 P.BB..P..Q.OPAAQ.O...Q.OC.DD..C.RRR. O99 P99 D98 B98  
5 4 1 P.BB.OP....OPAAQ.OC..Q..C..QDD..RRR. Q99 C99 P99 B98  
5 4 1 ...QBBP..Q.OPAAQ.OP....OC...DDC..RRR Q99 R99 B96 O99  
5 4 1 P.BB..P..Q.OPAAQ.OC..Q.OC...DD..RRR. O99 C99 P99 B98  
6 5 1 PBBQ.OP..Q.OPAAQ.O......C..DD.CRRR.. P99 Q99 R99 D99 B99  
6 5 1 .BBQ..P..Q.OPAAQ.OP....OCDD...C..RRR B99 O99 R99 D97 Q99  
6 5 1 P..BB.P..Q..PAAQ.O...Q.OC.DD.OCRRR.. R99 P99 B97 O98 D98  
6 5 1 .BBQ..P..Q.OPAAQ.OP....OC.DD..CRRR.. O99 Q99 D98 R99 B99  
6 5 1 ....BBP.....PAAQ.OP..Q.OCDDQ.OCRRR.. Q99 R99 B96 O98 D97  
6 5 1 PBB...P..Q..PAAQ.....Q.OC.DD.OCRRR.O R99 O97 D98 P99 B99  
6 5 1 P...BBP..Q..PAAQ.....Q.OC.DD.OCRRR.O P99 B96 R99 O97 D98  
6 5 1 P.BB.OP..Q.OPAAQ.OC..Q..C.DD..RRR... D98 R98 C99 P99 B98  
6 5 1 P.BB..P..Q.OPAAQ.OC..Q.OC...DDRRR... O99 R98 C99 P99 B98  
6 5 1 P..QBBP..Q..PAAQ.......OC..DDOC.RRRO P99 Q99 B96 O97 D99  
6 5 1 .BBQ..P..Q..PAAQ.OP....OC..DDOC..RRR B99 O98 Q99 R99 D99  
6 5 1 P..BB.P..Q..PAAQ.O...Q.OC.DD.OC..RRR R99 P99 B97 O98 D98  
6 5 1 P..BB.P..Q..PAAQ.OC..Q.OC.DD.O..RRR. C99 P99 B97 O98 D98  
6 5 1 ..BB..P.....PAAQ.OP..Q.OCDDQ.OCRRR.. Q99 R99 B98 O98 D97  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C.DD...RRR.. D98 C99 P99 R99 B97  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..CDD....RRR.. D97 C99 P99 R99 B97  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C..DD..RRR.. D99 C99 P99 R99 B97  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C..DD....RRR C99 D99 P99 R99 B97  
6 5 1 P..BBOP....OPAAQ.OC..Q..C..QDD.RRR.. Q99 C99 P99 R99 B97  
6 5 1 P..BB.P..Q.OPAAQ.OC..Q.OC...DD.RRR.. O99 C99 P99 R99 B97  
6 5 1 P..BB.P..Q..PAAQ.O...Q.OC..DDOC..RRR O98 D99 P99 R99 B97  
6 5 1 ...QBBP..Q..PAAQ..P....OC..DDOCRRR.O R99 Q99 B96 O97 D99  
6 5 1 .BBQ..P..Q..PAAQ..P....OC.DD.OCRRR.O O97 Q99 D98 R99 B99  
6 5 1 .BBQ..P..Q..PAAQ.OP....OCDD..OCRRR.. B99 R99 Q99 O98 D97  
6 5 1 P..BB.P..Q.OPAAQ.O...Q.OC..DD.C..RRR O99 D99 P99 R99 B97  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OCDD..OCRRR.. P99 R99 B98 O98 D97  
6 5 1 PBBQ.OP..Q.OPAAQ.O......C.DD..CRRR.. P99 Q99 D98 R99 B99  
6 5 1 .BBQ..P..Q..PAAQ..P....OC..DDOCRRR.O O97 Q99 R99 D99 B99  
6 5 1 .BBQ..P..Q..PAAQ.OP....OC..DDOCRRR.. O98 Q99 R99 D99 B99  
6 5 1 P..BBOP....OPAAQ.O...Q..CDDQ..CRRR.. Q99 R99 P99 D97 B97  
6 5 1 PBB..OP....OPAAQ.O...Q..CDDQ..CRRR.. P99 Q99 D97 R99 B99  
6 5 1 .BBQ..P..Q.OPAAQ.OP....OC..DD.CRRR.. O99 Q99 R99 D99 B99  
6 5 1 ....BBP.....PAAQ.OP..Q.OCDDQ.OC..RRR B96 Q99 R99 O98 D97  
6 5 1 PBB..OP....OPAAQ.OC..Q..C..QDD.RRR.. C99 P99 Q99 R99 B99  
6 5 1 ..BB..P....OPAAQ.OP..Q.OCDDQ..CRRR.. Q99 D97 R99 O99 B98  
6 5 1 PBBQ.OP..Q.OPAAQ.O......CDD...CRRR.. P99 D97 Q99 R99 B99  
6 5 1 P...BBP..Q..PAAQ.....Q.OC..DDOCRRR.O R99 P99 B96 O97 D99  
6 5 1 P..QBBP..Q..PAAQ.O.....OC.DD.OC.RRR. P99 Q99 B96 O98 D98  
6 5 1 ...QBBP..Q..PAAQ..P....OCDD..OCRRR.O Q99 R99 B96 O97 D97  
6 5 1 PBBQ.OP..Q.OPAAQ.O......C.DD..C..RRR R99 Q99 D98 P99 B99  
6 5 1 ...BB.P.....PAAQ.OP..Q.OCDDQ.OCRRR.. Q99 R99 B97 O98 D97  
6 5 1 ...QBBP..Q..PAAQ.OP....OC.DD.OCRRR.. R99 Q99 B96 O98 D98  
6 5 1 ...QBBP..Q..PAAQ.OP....OC.DD.OC..RRR R99 Q99 B96 O98 D98  
6 5 1 PBB...P.....PAAQ.O...Q.OCDDQ.OC.RRR. P99 Q99 B99 O98 D97  
6 5 1 P..BBOP....OPAAQ.OC..Q..C..QDD...RRR C99 P99 Q99 R99 B97  
6 5 1 .BBQ..P..Q..PAAQ.OP....OC.DD.OC..RRR R99 B99 Q99 O98 D98  
6 5 1 ....BBP.....PAAQ..P..Q.OCDDQ.OCRRR.O Q99 R99 B96 O97 D97  
6 5 1 P...BBP..Q..PAAQ.O...Q.OC.DD.OCRRR.. R99 P99 B96 O98 D98  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..CDD....RRR.. D97 C99 P99 R99 B99  
6 5 1 ...QBBP..Q..PAAQ.OP....OC..DDOCRRR.. R99 Q99 B96 O98 D99  
6 5 1 ...QBBP..Q..PAAQ.OP....OC..DDOC..RRR Q99 R99 B96 O98 D99  
6 5 1 P...BBP..Q..PAAQ.O...Q.OC..DDOCRRR.. R99 P99 B96 O98 D99  
6 5 1 P...BBP.....PAAQ.....Q.OCDDQ.OC.RRRO P99 Q99 B96 O97 D97  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..C..DD....RRR C99 P99 R99 D99 B99  
6 5 1 PBBQ..P..Q..PAAQ.......OC..DDOC.RRRO O97 P99 Q99 D99 B99  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OC.DD.OC..RRR P99 B98 R99 O98 D98  
6 5 1 PBB...P..Q..PAAQ.O...Q.OC.DD.OC..RRR P99 B99 R99 O98 D98  
6 5 1 ...BB.P.....PAAQ..P..Q.OCDDQ.OCRRR.O Q99 R99 B97 O97 D97  
6 5 1 PBB...P....OPAAQ.O...Q.OC..QDDC..RRR R99 Q99 O99 P99 B99  
6 5 1 ..BB..P.....PAAQ..P..Q.OCDDQ.OCRRR.O B98 O97 R99 Q99 D97  
6 5 1 PBB..OP....OPAAQ.OC..Q..C..QDDRRR... R98 Q99 C99 P99 B99  
6 5 1 PBB...P.....PAAQ.....Q.OCDDQ.OC.RRRO P99 Q99 B99 O97 D97  
6 5 1 PBBQ..P..Q.OPAAQ.O.....OC...DDCRRR.. R99 Q99 O99 P99 B99  
6 5 1 P.BB..P..Q..PAAQ.....Q.OCDD..OCRRR.O P99 R99 B98 O97 D97  
6 5 1 PBB...P..Q.OPAAQ.OC..Q.OC...DDRRR... R98 O99 C99 P99 B99  
6 5 1 PBBQ.OP..Q.OPAAQ.OC.....C...DDRRR... R98 Q99 C99 P99 B99  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C.DD.....RRR C99 P99 D98 R99 B97  
6 5 1 PBB...P..Q.OPAAQ.O...Q.OC.DD..CRRR.. R99 O99 D98 P99 B99  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..C.DD.....RRR C99 R99 D98 P99 B99  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..CDD...RRR... R98 C99 D97 P99 B99  
6 5 1 PBB...P..Q..PAAQ.O...Q.OCDD..OC..RRR O98 R99 D97 P99 B99  
6 5 1 P.BB..P..Q..PAAQ.....Q.OC.DD.OCRRR.O P99 B98 R99 O97 D98  
6 5 1 PBB...P..Q..PAAQ.O...Q.OC.DD.OCRRR.. R99 O98 D98 P99 B99  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..C..DD.RRR... R98 C99 P99 D99 B99  
6 5 1 PBB..OP....OPAAQ.O...Q..CDDQ..C..RRR Q99 R99 D97 P99 B99  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..CDD......RRR C99 R99 D97 P99 B99  
6 5 1 PBBQ.OP..Q.OPAAQ.O......CDD...C..RRR Q99 R99 D97 P99 B99  
6 5 1 .BBQ..P..Q.OPAAQ.OP....OC.DD..C..RRR D98 O99 R99 Q99 B99  
6 5 1 PBBQ..P..Q..PAAQ.......OCDD..OC.RRRO O97 Q99 D97 P99 B99  
6 5 1 P..BB.P..Q..PAAQ.....Q.OC..DDOCRRR.O O97 D99 P99 R99 B97  
6 5 1 ...BB.P....OPAAQ.OP..Q.OCDDQ..C..RRR Q99 D97 O99 R99 B97  
6 5 1 PBB..OP....OPAAQ.OC..Q..CDDQ....RRR. C99 Q99 D97 P99 B99  
6 5 1 P..BB.P..Q.OPAAQ.O...Q.OCDD...C..RRR P99 D97 O99 R99 B97  
6 5 1 PBB...P..Q..PAAQ..C..Q.OCDD..O..RRRO O97 C99 D97 P99 B99  
6 5 1 PBB...P..Q..PAAQ.OC..Q.OCDD..O..RRR. O98 C99 D97 P99 B99  
6 5 1 PBB..OP..Q.OPAAQ.OC..Q..C.DD..RRR... R98 C99 D98 P99 B99  
6 5 1 P..BB.P..Q.OPAAQ.O...Q.OC..DD.CRRR.. O99 D99 P99 R99 B97  
6 5 1 PBB...P..Q.OPAAQ.O...Q.OCDD...CRRR.. R99 O99 D97 P99 B99  
6 5 1 PBBQ..P..Q..PAAQ.O.....OCDD..OC.RRR. O98 Q99 D97 P99 B99  
6 5 1 PBB...P..Q..PAAQ.O...Q.OC..DDOCRRR.. R99 O98 P99 D99 B99  
6 5 1 PBB...P..Q..PAAQ.....Q.OC..DDOCRRR.O R99 O97 P99 D99 B99  
6 5 1 PBB...P....OPAAQ.O...Q.OCDDQ..C.RRR. O99 Q99 D97 P99 B99  
6 5 1 PBB...P..Q.OPAAQ.O...Q.OC..DD.CRRR.. R99 O99 P99 D99 B99  
6 5 1 P..BB.P..Q..PAAQ.O...Q.OC..DDOCRRR.. O98 D99 P99 R99 B97  
6 5 1 .BBQ..P..Q.OPAAQ.OP....OC..DD.C..RRR D99 O99 R99 Q99 B99  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..CDD......RRR D97 C99 P99 R99 B97  
6 5 1 P..BB.P..Q.OPAAQ.OC..Q.OC...DD...RRR O99 C99 P99 R99 B97  
6 5 1 PBB..OP....OPAA..OC..Q..C..QDDRRRQ.. Q98 R98 C99 P99 B99  
6 5 1 PBB...P..Q.OPAAQ.O...Q.OCDD...C..RRR O99 R99 D97 P99 B99  
6 5 1 ...BB.P....OPAAQ.OP..Q.OCDDQ..CRRR.. B97 O99 R99 Q99 D97  
6 5 1 PBB...P..Q.OPAAQ.O...Q.OC.DD..C..RRR R99 O99 D98 P99 B99  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OC.DD.OCRRR.. P99 R99 B98 O98 D98  
6 5 1 P...BBP..Q.OPAAQ.O...Q.OC..DD.CRRR.. P99 R99 B96 O99 D99  
6 5 1 ....BBP....OPAAQ.OP..Q.OCDDQ..CRRR.. B96 O99 R99 Q99 D97  
6 5 1 PBB...P..Q..PAAQ..C..Q.OC..DDO..RRRO O97 C99 P99 D99 B99  
6 5 1 PBB...P..Q..PAAQ.OC..Q.OC..DDO..RRR. O98 C99 P99 D99 B99  
6 5 1 P.BB.OP....OPAAQ.O...Q..CDDQ..CRRR.. P99 B98 R99 Q99 D97  
6 5 1 P..BB.P..Q.OPAAQ.OC..Q.OC..DD...RRR. C99 P99 B97 O99 D99  
6 5 1 PBB...P..Q..PAAQ.OC..Q.OC.DD.O..RRR. C99 O98 D98 P99 B99  
6 5 1 PBBQ..P..Q..PAAQ.O.....OC..DDOC.RRR. O98 P99 Q99 D99 B99  
6 5 1 P..BBOP....OPAAQ.O...Q..CDDQ..C..RRR P99 Q99 D97 R99 B97  
6 5 1 P..BB.P..Q.OPAAQ.O...Q.OC.DD..C..RRR O99 P99 D98 R99 B97  
6 5 1 PBBQ..P..Q..PAAQ.......OC.DD.OC.RRRO O97 Q99 D98 P99 B99  
6 5 1 PBB...P..Q..PAAQ..C..Q.OC.DD.O..RRRO C99 O97 D98 P99 B99  
6 5 1 PBB...P..Q.OPAAQ.OC..Q.OC...DD...RRR R99 O99 C99 P99 B99  
6 5 1 PBB...P..Q.OPAAQ.OC..Q.OCDD.....RRR. D97 O99 C99 P99 B99  
6 5 1 P.BB..P..Q..PAAQ.OC..Q.OC.DD.O..RRR. C99 P99 B98 O98 D98  
6 5 1 ...QBBP..Q.OPAAQ.OP....OC..DD.CRRR.. Q99 R99 B96 O99 D99  
6 5 1 PBB...P..Q..PAAQ.....Q.OCDD..OCRRR.O R99 P99 B99 O97 D97  
6 5 1 PBB...P..Q.OPAAQ.OC..Q.OC.DD....RRR. D98 O99 C99 P99 B99  
6 5 1 P.BB..P.....PAAQ.....Q.OCDDQ.OC.RRRO P99 Q99 B98 O97 D97  
6 5 1 PBB...P..Q.OPAAQ.OC..Q.OC..DD...RRR. D99 O99 C99 P99 B99  
6 5 1 P.BB..P..Q.OPAAQ.O...Q.OC..DD.C..RRR P99 R99 B98 O99 D99  
6 5 1 P.BB..P..Q..PAAQ..C..Q.OCDD..O..RRRO C99 P99 B98 O97 D97  
6 5 1 P..BB.P..Q..PAAQ.....Q.OC.DD.OCRRR.O P99 B97 R99 O97 D98  
6 5 1 P..BB.P....OPAAQ.O...Q.OC..QDDCRRR.. P99 O99 Q99 R99 B97  
6 5 1 P..BB.P.....PAAQ.....Q.OCDDQ.OC.RRRO P99 Q99 B97 O97 D97  
6 5 1 ...QBBP..Q..PAAQ..P....OC.DD.OCRRR.O Q99 B96 R99 O97 D98  
6 5 1 P.BB.OP..Q.OPAAQ.OC..Q..C..DD..RRR.. C99 R99 P99 B98 D99  
6 5 1 P..BB.P..Q.OPAAQ.O...Q.OC.DD..CRRR.. O99 P99 D98 R99 B97  
6 5 1 P...BBP..Q..PAAQ..C..Q.OCDD..O..RRRO C99 P99 B96 O97 D97  
6 5 1 ..BB..P....OPAAQ.OP..Q.OCDDQ..C..RRR O99 Q99 R99 D97 B98  
6 5 1 P..QBBP..Q.OPAAQ.O.....OC...DDCRRR.. Q99 P99 R99 B96 O99  
6 5 1 PBB..OP....OPAAQ.OC..Q..C..QDD...RRR R99 Q99 C99 P99 B99  
6 5 1 PBB...P..Q..PAAQ.O...Q.OC..DDOC..RRR O98 P99 R99 D99 B99  
6 5 1 P.BB.OP....OPAA..OC..Q..C..QDDRRRQ.. Q98 R98 C99 P99 B98  
6 5 1 P..QBBP..Q..PAAQ.......OCDD..OC.RRRO P99 Q99 B96 O97 D97  
6 5 1 P.BB..P..Q..PAAQ.....Q.OC..DDOCRRR.O O97 R99 P99 B98 D99  
6 5 1 P.BB.OP....OPAAQ.O...Q..CDDQ..C..RRR P99 Q99 R99 D97 B98  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OC..DDOCRRR.. O98 R99 P99 B98 D99  
6 5 1 P...BBP..Q.OPAAQ.O...Q.OCDD...CRRR.. D97 P99 R99 B96 O99  
6 5 1 P...BBP..Q.OPAAQ.O...Q.OC.DD..CRRR.. D98 P99 R99 B96 O99  
6 5 1 P.BB..P.....PAAQ.O...Q.OCDDQ.OC.RRR. P99 Q99 B98 O98 D97  
6 5 1 P.BB..P..Q.OPAAQ.OC..Q.OC..DD...RRR. C99 O99 P99 B98 D99  
6 5 1 P...BBP..Q.OPAAQ.OC..Q.OC...DD.RRR.. C99 P99 R99 B96 O99  
6 5 1 PBB...P..Q..PAAQ.O...Q.OCDD..OCRRR.. R99 P99 B99 O98 D97  
6 5 1 P...BBP....OPAAQ.O...Q.OC..QDDCRRR.. Q99 P99 R99 B96 O99  
6 5 1 P.BB..P..Q.OPAAQ.O...Q.OC..DD.CRRR.. O99 R99 P99 B98 D99  
6 5 1 P.BB..P..Q..PAAQ.OC..Q.OCDD..O..RRR. C99 P99 B98 O98 D97  
6 5 1 P..BB.P....OPAAQ.OC..Q.OC..QDD..RRR. C99 P99 O99 Q99 B97  
6 5 1 PBBQ.OP..Q.OPAAQ.OC.....C..DD...RRR. D99 Q99 C99 P99 B99  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OCDD..OC..RRR R99 P99 B98 O98 D97  
6 5 1 .BB...P....OPAAQ.OP..Q.OCDDQ..C..RRR Q99 D97 R99 O99 B99  
6 5 1 PBBQ.OP..Q.OPAAQ.OC.....CDD.....RRR. D97 Q99 C99 P99 B99  
6 5 1 PBBQ.OP..Q.OPAAQ.OC.....C...DD...RRR R99 Q99 C99 P99 B99  
6 5 1 P.BB..P..Q.OPAAQ.O...Q.OCDD...C..RRR P99 O99 R99 D97 B98  
6 5 1 P..BB.P..Q..PAAQ..C..Q.OC.DD.O..RRRO O97 C99 P99 D98 B97  
6 5 1 P..BB.P.....PAAQ.O...Q.OCDDQ.OC.RRR. P99 Q99 B97 O98 D97  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C.DD..RRR... R98 C99 P99 D98 B97  
6 5 1 P..BB.P..Q.OPAAQ.OC..Q.OC.DD....RRR. O99 C99 P99 D98 B97  
6 5 1 PBBQ.OP..Q.OPAAQ.OC.....C.DD....RRR. D98 Q99 C99 P99 B99  
6 5 1 P.BB.OP..Q.OPAAQ.OC..Q..CDD......RRR C99 P99 R99 D97 B98  
6 5 1 P...BBP.....PAAQ.O...Q.OCDDQ.OC.RRR. P99 Q99 B96 O98 D97  
6 5 1 P..QBBP..Q..PAAQ.O.....OCDD..OC.RRR. P99 Q99 B96 O98 D97  
6 5 1 P...BBP....OPAAQ.O...Q.OC..QDDC..RRR P99 B96 O99 R99 Q99  
6 5 1 P.BB..P....OPAAQ.O...Q.OC..QDDC..RRR P99 B98 O99 R99 Q99  
6 5 1 P..BB.P..Q.OPAAQ.OC..Q.OCDD.....RRR. O99 C99 P99 D97 B97  
6 5 1 ...QBBP..Q..PAAQ.OP....OCDD..OC..RRR R99 Q99 B96 O98 D97  
6 5 1 P...BBP..Q..PAAQ.O...Q.OCDD..OC..RRR R99 P99 B96 O98 D97  
6 5 1 PBBQ..P..Q.OPAAQ.O.....OC...DDC..RRR R99 Q99 O99 P99 B99  
6 5 1 P...BBP..Q..PAAQ.OC..Q.OCDD..O..RRR. C99 P99 B96 O98 D97  
6 5 1 PBBQ..P..Q.OPAAQ.O.....OCDD...C.RRR. D97 Q99 O99 P99 B99  
6 5 1 .BBQ..P..Q..PAAQ.OP....OCDD..OC..RRR R99 B99 Q99 O98 D97  
6 5 1 P.BB..P....OPAAQ.O...Q.OC..QDDCRRR.. P99 Q99 R99 O99 B98  
6 5 1 P.BB.OP..Q.OPAAQ.OC..Q..CDD....RRR.. C99 P99 B98 D97 R99  
6 5 1 P.BB..P..Q.OPAAQ.O...Q.OC.DD..CRRR.. P99 D98 R99 O99 B98  
6 5 1 PBBQ..P..Q.OPAAQ.O.....OC..DD.C.RRR. D99 Q99 O99 P99 B99  
6 5 1 PBBQ..P..Q.OPAAQ.O.....OC.DD..C.RRR. D98 Q99 O99 P99 B99  
6 5 1 PBBQ..P..Q.OPAAQ.OC....OC...DD..RRR. C99 Q99 O99 P99 B99  
6 5 1 PBBQ.OP..Q.OPAAQ.O......C..DD.C..RRR Q99 P99 R99 D99 B99  
6 5 1 P.BB..P..Q..PAAQ.O...Q.OC..DDOC..RRR P99 R99 B98 O98 D99  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..C..DD.RRR... R98 C99 P99 D99 B97  
6 5 1 P.BB..P..Q.OPAAQ.OC..Q.OC...DD.RRR.. C99 P99 R99 O99 B98  
6 5 1 P..BB.P..Q..PAAQ..C..Q.OC..DDO..RRRO C99 P99 B97 O97 D99  
6 5 1 P..BBOP..Q.OPAAQ.OC..Q..CDD...RRR... R98 C99 P99 D97 B97  
6 5 1 P..BB.P..Q..PAAQ.O...Q.OCDD..OC..RRR O98 R99 P99 D97 B97  
6 5 1 P..BB.P..Q..PAAQ.OC..Q.OC..DDO..RRR. C99 P99 B97 O98 D99  
6 5 1 P..BB.P....OPAAQ.O...Q.OCDDQ..C.RRR. O99 Q99 P99 D97 B97  
6 5 1 P..BB.P..Q..PAAQ.OC..Q.OCDD..O..RRR. O98 C99 P99 D97 B97  
6 5 1 P...BBP..Q..PAAQ..C..Q.OC.DD.O..RRRO C99 P99 B96 O97 D98  
6 5 1 P..QBBP..Q..PAAQ.......OC.DD.OC.RRRO Q99 P99 B96 O97 D98  
6 5 1 P..BB.P..Q..PAAQ..C..Q.OCDD..O..RRRO O97 C99 P99 D97 B97  
6 5 1 P..BBOP....OPAAQ.OC..Q..CDDQ....RRR. Q99 C99 P99 D97 B97  
