0 0 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGEHH.  
1 1 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O99  
1 1 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGEHH. C99  
1 1 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99  
1 1 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGEHH. D99  
1 1 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O98  
1 1 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGEHH. A99  
1 1 0 B..OOOB....PAA..DPQQQCDP..ECFFGGEHH. C98  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGE.HH H99 Q99  
2 2 0 B..OOOB..CDP.AACDPQQQ..P..E.FFGGEHH. A99 D99  
2 2 0 B..OOOB....P..AADPQQQCDP..ECFFGGEHH. A98 C98  
2 2 0 B..OOOB..C..AA.CD.QQQ.DP..EFFPGGEHHP P98 F99  
2 2 0 B..OOOB...DPAA..DPQQQC.P..ECFFGGEHH. C98 D99  
2 2 0 B.OOO.B..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99 O99  
2 2 0 BOOO..B..CDPAA.CDPQQQ..P..E.FFGGEHH. O98 D99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGE.HH D99 H99  
2 2 0 B.OOO.B..CDPAA.CDPQQQ..P..E.FFGGEHH. D99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGE.HH H99 C99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGE.HH A99 H99  
2 2 0 B..OOOB....PAA..DPQQQ.DP..ECFFGGECHH C97 H99  
2 2 0 B.OOO.B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O99  
2 2 0 B..OOOB....PAA..DPQQQCDP..ECFFGGE.HH C98 H99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGE.HH O98 H99  
2 2 0 B.OOOPB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..EFF.GGEHH. F99 Q99  
2 2 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGE.HH F99 H99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..EFF.GGEHH. F99 A99  
2 2 0 B..OOOB..CDPAA.CDP.QQQ.P..E.FFGGEHH. D99 Q99  
2 2 0 B.OOO.B....PAA..DPQQQCDP..ECFFGGEHH. C98 O99  
2 2 0 B..OOOB..C.P.AACDP.QQQDP..E.FFGGEHH. A99 Q99  
2 2 0 BOOO..B..C.PAA.CDP.QQQDP..E.FFGGEHH. O98 Q99  
2 2 0 B.OOO.B....PAA.CDPQQQCDP..E.FFGGEHH. C99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..EFF.GGEHH. F99 C99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O98  
2 2 0 B..OOOB..C..AA.CDPQQQ.DP..EFFPGGEHH. P99 F99  
2 2 0 B..OOOB....P.AA.DPQQQCDP..ECFFGGEHH. C98 A99  
2 2 0 B..OOOB...DPAA.CDPQQQC.P..E.FFGGEHH. D99 C99  
2 2 0 ...OOOB..C.PBAACDPQQQ.DP..E.FFGGEHH. B99 A99  
2 2 0 BOOOD.B..CDPAA.C.PQQQ..P..E.FFGGEHH. D98 O98  
2 2 0 B..OOOB....P.AACDPQQQCDP..E.FFGGEHH. A99 C99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..EFF.GGEHH. F99 D99  
2 2 0 BOOO..B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O98  
2 2 0 BOOO.PB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O98  
2 2 0 BOOO..B....PAA.CDPQQQCDP..E.FFGGEHH. O98 C99  
2 2 0 BOOO..B....PAA..DPQQQCDP..ECFFGGEHH. C98 O98  
2 2 0 B..OOOB..CDPAA.CDP..QQQP..E.FFGGEHH. Q98 D99  
7 7 0 .OOODP...CDP.AAC.PBQQQ..B.E.FFGGE.HH D98 B97 A99 P99 O98 H99 Q99  
7 7 0 .OOO......DPBAA.DPBQQQ.P..ECFFGGECHH B98 D99 O98 A99 Q99 C97 H99  
7 7 0 .OOO.P...CDPBAACDPB..QQQ..E.FFGGE.HH B98 Q97 H99 P99 O98 A99 D99  
7 7 0 ..OOO....CD..AACDPB.QQQPB.EFFPGGEHH. P99 B97 Q98 O99 F99 A99 D99  
7 7 0 B.OOOPB...DP..AADP..QQQ...ECFFGGECHH P99 A98 Q98 C97 D99 H99 O99  
7 7 0 ..OOOP...CDPBAACDPB.QQQ...EFF.GGEHH. B98 P99 Q98 O99 F99 A99 D99  
7 7 0 .OOOD.B...D.BAAC..QQQC.P..EFFPGGEHHP B99 P98 D98 A99 O98 F99 C99  
7 7 0 .OOOD.....DPB.AA.PBQQQ.P..ECFFGGECHH D98 B98 O98 A98 Q99 C97 H99  
7 7 0 ..OOO.....DPB.AADPBQQQ.P..ECFFGGECHH B98 A98 Q99 C97 D99 H99 O99  
7 7 0 .OOO.PB....PBAACDPQQQCD...EFF.GGE.HH B99 C99 H99 A99 P99 F99 O98  
7 7 0 OOO..PB...DPB.AADPQQQC....ECFFGGE.HH P99 D99 H99 O97 B99 A98 C98  
7 7 0 ..OOO.....DP..AADPBQQQ.PB.ECFFGGECHH B97 A98 Q99 C97 D99 H99 O99  
7 7 0 .OOO......DPB.AADPBQQQ.P..ECFFGGECHH D99 B98 O98 A98 Q99 C97 H99  
7 7 0 .OOO.....CD..AACD.BQQQ.PB.EFFPGGEHHP B97 O98 A99 D99 Q99 P98 F99  
7 7 0 OOO......CD.BAACDPB.QQQP..EFFPGGEHH. O97 B98 Q98 P99 F99 A99 D99  
7 7 0 .OOO.P.....PB.AADPBQQQD...ECFFGGECHH P99 B98 O98 A98 Q99 C97 H99  
7 7 0 .OOOD.....DPB..AAPBQQQ.P..ECFFGGECHH B98 A97 D98 O98 Q99 C97 H99  
7 7 0 OOO......CD..AACDPB.QQQPB.EFFPGGEHH. O97 B97 Q98 P99 F99 A99 D99  
7 7 0 ..OOO.B...DPB.AADP.QQQ.P..ECFFGGECHH B99 A98 Q99 C97 D99 H99 O99  
7 7 0 ..OOOP...C.PAA.CDPBQQQD.B.E.FFGGE.HH P99 H99 A98 O99 B97 A99 Q99  
7 7 0 ..OOO....CDPAA.CDPBQQQ.PB.E.FFGGE.HH D99 H99 A98 O99 B97 A99 Q99  
7 7 0 .OOO.PB..C.PBAACDP.QQQD...EFF.GGE.HH Q99 H99 B99 A99 P99 F99 O98  
7 7 0 .OOO.P...C.PAA.CDPBQQQD.B.E.FFGGE.HH P99 H99 A98 O98 B97 A99 Q99  
7 7 0 .OOOD.....DP...AAPBQQQ.PB.ECFFGGECHH B97 A97 D98 O98 Q99 C97 H99  
7 7 0 .OOOD....CDPAA.C.PBQQQ.PB.E.FFGGE.HH D98 H99 A98 O98 B97 A99 Q99  
7 7 0 .OOODPB..CDPBAAC.PQQQ.....EFF.GGE.HH D98 H99 B99 A99 P99 F99 O98  
7 7 0 BOOODPB...DP...AAP.QQQ....ECFFGGECHH P99 A97 D98 O98 Q99 C97 H99  
7 7 0 BOOODPB..CDP.AAC.P.QQQ....EFF.GGE.HH A99 Q99 F99 H99 P99 D98 O98  
7 7 0 OOO.D.B..CDPBAAC.P.QQQ.P..EFF.GGE.HH F99 D98 Q99 H99 O97 B99 A99  
7 7 0 OOO.DPB..CDPBAAC.P.QQQ....E.FFGGE.HH P99 D98 Q99 H99 O97 B99 A99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ...FF.GG..HH E97 F99 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB.ECDPAAECDP..QQQ.....FFGG..HH Q96 E97 Q97 P99 H99 O98 D99  
7 7 0 .OOO.P...C.P.AACDPBQQQD.B.EFF.GGE.HH B97 F99 A99 P99 O98 H99 Q99  
7 7 0 OOO......CDP.AACDPBQQQ.PB.EFF.GGE.HH O97 B97 Q99 H99 F99 A99 D99  
7 7 0 .OOO......DP..AADPBQQQ.PB.ECFFGGECHH B97 O98 A98 D99 Q99 C97 H99  
7 7 0 OOOCD.B..CDPBAA..P.QQQ.P..E.FFGGE.HH C99 D98 Q99 H99 O97 B99 A99  
7 7 0 .OOODPB...DPBAAC.PQQQC....E.FFGGE.HH B99 A99 C99 H99 P99 D98 O98  
7 7 0 BOOO.PB..CDPAAECDP..EQQQ...FF.GG..HH E98 F99 Q97 P99 H99 O98 D99  
7 7 0 OOO...B.....BAACDPQQQCDP..EFFPGGE.HH H99 O97 B99 A99 P99 F99 C99  
7 7 0 BOOO.PB.ECDPAAECDP.QQQ......FFGG..HH Q95 E97 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB...DP..AADP..QQQ...ECFFGGECHH A98 P99 Q98 C97 H99 O98 D99  
7 7 0 OOO.D.B...D.BAAC.PQQQC.P..EFFPGGEHH. D98 O97 B99 A99 P99 F99 C99  
7 7 0 BOOO.PB.ECDPAAECDPQQQ.......FFGG..HH Q94 E97 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB..CDPAA.CDP..EQQQ..EFF.GG..HH E99 F99 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ....FF..GGHH G98 E97 Q97 P99 H99 O98 D99  
7 7 0 .OOODPB...DPBAA..PQQQC....ECFFGGE.HH B99 A99 C98 H99 P99 D98 O98  
7 7 0 .OOOD.B...D.BAAC.PQQQC.P..EFFPGGEHH. B99 D98 P99 A99 O98 F99 C99  
7 7 0 BOOODPB...DP.AA..P.QQQ....ECFFGGECHH D98 A99 P99 O98 Q99 C97 H99  
7 7 0 .OOO......DP..AADPB.QQQPB.ECFFGGECHH B97 A98 Q98 C97 H99 O98 D99  
7 7 0 .OOOD.B..CD.BAAC...QQQ.P..EFFPGGEHHP P98 F99 D98 Q99 O98 B99 A99  
7 7 0 .OOODPB..CDPBAAC.P.QQQ....EFF.GGEHH. P99 F99 D98 Q99 O98 B99 A99  
7 7 0 .OOOD.B..CD.BAAC.P.QQQ.P..EFFPGGEHH. P99 F99 D98 Q99 O98 B99 A99  
7 7 0 .OOO..B...DPBAA.DP.QQQ.P..ECFFGGECHH Q99 C97 D99 H99 O98 B99 A99  
7 7 0 .OOO.PB...DPB.AADPQQQ.....ECFFGGECHH B99 P99 A98 C97 H99 O98 D99  
7 7 0 BOOODPB...DP..AA.P.QQQ....ECFFGGECHH D98 A98 P99 O98 Q99 C97 H99  
7 7 0 BOOO.PB...DP..AADP...QQQ..ECFFGGECHH Q97 P99 A98 C97 H99 O98 D99  
7 7 0 .OOO......DPB.AADPB.QQQP..ECFFGGECHH B98 A98 Q98 C97 H99 O98 D99  
7 7 0 BOOODPB..CDP.AAC.P..EQQQ..EFF.GG.HH. E99 Q97 D98 A99 P99 F99 O98  
7 7 0 .OOO..B...DPB.AADP..QQQP..ECFFGGECHH B99 A98 Q98 C97 H99 O98 D99  
7 7 0 OOO.D....CDPAA.C.PBQQQ.PB.EFF.GGEHH. D98 F99 A98 O97 B97 A99 Q99  
7 7 0 OOO.DP...CDPAA.C.PBQQQ..B.E.FFGGEHH. P99 D98 A98 O97 B97 A99 Q99  
7 7 0 BOOO.PB.ECDPAAECDPQQQ......FF.GG.HH. Q94 E97 Q97 D99 P99 F99 O98  
7 7 0 OOO..P...CDPBAACDPBQQQ....EFF.GGEHH. P99 O97 D99 F99 B98 A99 Q99  
7 7 0 .OOO.P...CDP.AACDPBQQQ..B.EFF.GGEHH. B97 A99 D99 Q99 P99 F99 O98  
7 7 0 ..OOOPB...DPB.AADPQQQ.....ECFFGGECHH D99 B99 A98 C97 P99 H99 O99  
7 7 0 OOO.D....CDPAA.C.PB.QQQPB.E.FFGGEHH. Q98 D98 A98 O97 B97 A99 Q99  
7 7 0 OOO..P...CDPAA.CDPBQQQ..B.E.FFGGEHH. P99 D99 A98 O97 B97 A99 Q99  
7 7 0 OOOC.....CDPAA..DPBQQQ.PB.E.FFGGEHH. C99 D99 A98 O97 B97 A99 Q99  
7 7 0 OOOC.P...C.PAA..DPBQQQD.B.E.FFGGEHH. C99 P99 A98 O97 B97 A99 Q99  
7 7 0 OOO......CD.BAACD.BQQQ.P..EFFPGGEHHP P98 O97 D99 F99 B98 A99 Q99  
7 7 0 .OOO.......PAA..DPBQQQDPB.ECFFGGECHH A96 B97 O98 A98 Q99 C97 H99  
7 7 0 .OOOD.B..CD.BAAC.PQQQ..P..EFFPGGE.HH B99 P99 F99 H99 A99 D98 O98  
7 7 0 OOO.D....CD.BAAC..BQQQ.P..EFFPGGEHHP D98 O97 P98 F99 B98 A99 Q99  
7 7 0 .OOOD.....DP..AA.PBQQQ.PB.ECFFGGECHH D98 B97 O98 A98 Q99 C97 H99  
7 7 0 OOOC.....C..BAA.D.BQQQDP..EFFPGGEHHP C99 O97 P98 F99 B98 A99 Q99  
7 7 0 .OOOD....CDP.AAC.PBQQQ.PB.EFF.GGE.HH B97 Q99 F99 H99 A99 D98 O98  
7 7 0 BOOO.PB..CDPAAECDP..EQQQ...FF.GGHH.. H99 E98 Q97 D99 P99 F99 O98  
7 7 0 .OOOD.B...DPBAAC.PQQQC.P..EFF.GGE.HH B99 C99 F99 H99 A99 D98 O98  
7 7 0 OOO..PB..C.PBAACDP.QQQD...EFF.GGE.HH P99 O97 Q99 B99 F99 A99 H99  
7 7 0 BOOODPB...DP..AA.P..QQQ...ECFFGGECHH A98 Q98 C97 H99 P99 D98 O98  
7 7 0 BOOO.PB..CDP.AACDP..EQQQ..EFF.GG.HH. E99 A99 Q97 D99 P99 F99 O98  
7 7 0 .OOO.P...CDP.AACDPB..QQQB.EFF.GGEHH. B97 A99 Q97 D99 P99 F99 O98  
7 7 0 OOO...B..C..BAACDP.QQQDP..EFFPGGE.HH O97 P99 Q99 B99 F99 A99 H99  
7 7 0 BOOO.PB..CDPAA.CDP..EQQQ..EFF.GGHH.. H99 E99 Q97 D99 P99 F99 O98  
7 7 0 OOO.D.B..CD.BAAC.P.QQQ.P..EFFPGGEHH. D98 O97 P99 F99 B99 A99 Q99  
7 7 0 OOOC..B..C.PBAA.DP.QQQDP..EFF.GGE.HH C99 O97 Q99 B99 F99 A99 H99  
7 7 0 BOOODPB...DP...AAP..QQQ...ECFFGGECHH A97 Q98 C97 H99 P99 D98 O98  
7 7 0 OOOC..B..C..BAA.DP.QQQDP..EFFPGGEHH. C99 O97 P99 F99 B99 A99 Q99  
7 7 0 BOOO.PB..CDPAA.CDP..EQQQ..EFF..GGHH. G99 E99 Q97 D99 P99 F99 O98  
7 7 0 OOO.D.B..CD.BAAC...QQQ.P..EFFPGGEHHP D98 O97 P98 F99 B99 A99 Q99  
7 7 0 .OOO.P...CDPBAACDPB..QQQ..EFF.GGEHH. B98 A99 Q97 D99 P99 F99 O98  
7 7 0 .OOODP...CDP.AAC.PBQQQ..B.EFF.GGEHH. D98 B97 A99 Q99 P99 F99 O98  
7 7 0 .OOODPB...DPB.AA.PQQQ.....ECFFGGECHH B99 A98 C97 H99 P99 D98 O98  
7 7 0 .OOOD....CD..AAC.PBQQQ.PB.EFFPGGEHH. B97 A99 D98 Q99 P99 F99 O98  
7 7 0 OOO......CDP.AACDPB.QQQPB.EFF.GGE.HH O97 B97 Q98 H99 F99 A99 D99  
7 7 0 .OOO......DP.AA.DPBQQQ.PB.ECFFGGECHH B97 D99 O98 A99 Q99 C97 H99  
7 7 0 .OOODPB...DPB..AAPQQQ.....ECFFGGECHH B99 A97 C97 H99 P99 D98 O98  
7 7 0 .OOO.PB..CDPBAACDP.QQQ....EFF.GGEHH. B99 A99 D99 Q99 P99 F99 O98  
7 7 0 BOOODPB...DP.AA..P..QQQ...ECFFGGECHH A99 Q98 C97 H99 P99 D98 O98  
7 7 0 .OOODPB...DPBAA..PQQQ.....ECFFGGECHH B99 A99 C97 H99 P99 D98 O98  
7 7 0 OOO...B..CD.BAACD..QQQ.P..EFFPGGEHHP D99 O97 P98 F99 B99 A99 Q99  
7 7 0 .OOODPB...DPBAAC.PQQQC....EFF.GGEHH. F99 P99 D98 C99 O98 B99 A99  
7 7 0 OOO......CDPBAACDPB.QQQP..EFF.GGE.HH O97 B98 Q98 H99 F99 A99 D99  
7 7 0 .OOOD.B..CD.BAAC....QQQP..EFFPGGEHHP P98 Q98 D98 F99 O98 B99 A99  
7 7 0 .OOOD.B..CD.BAAC.P..QQQP..EFFPGGEHH. P99 Q98 D98 F99 O98 B99 A99  
7 7 0 .OOOD.B...DPBAA..P.QQQ.P..ECFFGGECHH D98 Q99 C97 H99 O98 B99 A99  
7 7 0 ...OOO...CDPAA.CDPB.QQQPB.EFF.GGE.HH A98 B97 Q98 H99 F99 A99 D99  
7 7 0 .OOOD....CD..AAC.PB.QQQPB.EFFPGGEHH. B97 A99 Q98 D98 P99 F99 O98  
7 7 0 .OOODPB..CDPBAAC.P..QQQ...EFF.GGEHH. P99 Q98 D98 F99 O98 B99 A99  
7 7 0 OOO.D.B...D.BAAC..QQQC.P..EFFPGGEHHP D98 O97 C99 P98 B99 F99 A99  
7 7 0 ..OOOP.....P..AADPBQQQD.B.ECFFGGECHH B97 A98 Q99 C97 P99 H99 O99  
7 7 0 .OOOD....CD.BAAC.PB.QQQP..EFFPGGEHH. B98 A99 Q98 D98 P99 F99 O98  
7 7 0 OOOC..B..C..BAA.D..QQQDP..EFFPGGEHHP C99 O97 P98 F99 B99 A99 Q99  
7 7 0 ..OOOP...CDP.AACDPBQQQ..B.EFF.GGEHH. B97 A99 P99 F99 D99 Q99 O99  
7 7 0 .OOO.PB..CDPBAACDP...QQQ..EFF.GGEHH. B99 A99 Q97 D99 P99 F99 O98  
7 7 0 ..OOOP...CDPBAACDPBQQQ....EFF.GGEHH. B98 A99 P99 F99 D99 Q99 O99  
7 7 0 ..OOOP.....P.AA.DPBQQQD.B.ECFFGGECHH P99 B97 Q99 C97 A99 H99 O99  
7 7 0 ..OOOPB....PBAA.DP.QQQD...ECFFGGECHH B99 P99 Q99 C97 A99 H99 O99  
7 7 0 ..OOO......PAA..DPBQQQDPB.ECFFGGECHH A98 B97 Q99 C97 A99 H99 O99  
7 7 0 BOOO.PB.E.DPAAE.DP...QQQ...CFFGG.CHH E97 Q97 C97 P99 H99 O98 D99  
7 7 0 .OOO.PB...DPBAACDPQQQC....EFF.GGEHH. P99 D99 B99 A99 O98 F99 C99  
7 7 0 ..OOOP.....PBAA.DPBQQQD...ECFFGGECHH B98 P99 Q99 C97 A99 H99 O99  
7 7 0 B.OOOPB...DP..AADP...QQQ..ECFFGGECHH Q97 D99 A98 C97 P99 H99 O99  
7 7 0 ..OOOP.....PB.AADPBQQQD...ECFFGGECHH B98 A98 Q99 C97 P99 H99 O99  
7 7 0 OOOC..B..C.PB.AADP.QQQDP..E.FFGGE.HH Q99 A98 C99 H99 O97 B99 A99  
7 7 0 ..OOOPB...DPBAACDPQQQC....EFF.GGEHH. P99 D99 B99 F99 C99 A99 O99  
7 7 0 OOO.DPB..CDPBAAC.P.QQQ....EFF.GGEHH. P99 F99 D98 Q99 O97 B99 A99  
7 7 0 OOOC.....C...AA.DPBQQQDPB.EFFPGGEHH. C99 O97 P99 F99 B97 A99 Q99  
7 7 0 B.OOOPB.ECDPAAECDPQQQ...FF....GG.HH. F96 Q94 E97 Q97 P99 D99 O99  
7 7 0 OOO.D.....DPB.AA.PBQQQ.P..ECFFGGECHH D98 O97 B98 A98 Q99 C97 H99  
7 7 0 .OOOD.....DPBAA..PBQQQ.P..ECFFGGECHH D98 B98 O98 A99 Q99 C97 H99  
7 7 0 B.OOOPB.ECDPAAECDPQQQ.....FF..GG.HH. F98 Q94 E97 Q97 P99 D99 O99  
7 7 0 B.OOOPB.E.DPAAE.DPQQQC.....CFFGG.HH. C98 Q94 E97 Q97 P99 D99 O99  
7 7 0 OOO.DPB..CDPBAAC.PQQQ.....EFF.GGE.HH D98 F99 P99 H99 O97 B99 A99  
7 7 0 OOOC..B..C.PB.AADPQQQ.DP..EFF.GGE.HH F99 A98 C99 H99 O97 B99 A99  
7 7 0 B.OOOPB.E.DPAAECDPQQQC......FFGG.HH. C99 Q94 E97 Q97 P99 D99 O99  
7 7 0 OOOCD....CDP.AA..PBQQQ.PB.E.FFGGE.HH H99 C99 D98 O97 B97 A99 Q99  
7 7 0 OOO..PB....PBAACDPQQQCD...EFF.GGE.HH C99 F99 P99 H99 O97 B99 A99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ.....FFGGHH.. H99 Q96 E97 Q97 P99 D99 O99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ.....FF.GGHH. G99 Q96 E97 Q97 P99 D99 O99  
7 7 0 OOO.DPB...DPB..AAPQQQC....ECFFGGEHH. O97 B99 P99 A97 C98 D98 O98  
7 7 0 BOOO.PB..CDPAA.CDP..EQQQ..E.FF.GG.HH H99 G99 E99 Q97 P99 O98 D99  
7 7 0 OOO.D.B...DPBAAC.PQQQC.P..EFF.GGE.HH C99 F99 D98 H99 O97 B99 A99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ.FF....GG.HH. F96 Q96 E97 Q97 P99 D99 O99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ..FF...GG.HH. F97 Q96 E97 Q97 P99 D99 O99  
7 7 0 OOO.D.B...DPB..AAPQQQ..P..ECFFGGECHH A97 D98 O97 B99 A98 C97 H99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ...FF..GG.HH. F98 Q96 E97 Q97 P99 D99 O99  
7 7 0 OOOCDPB..CDPBAA..P..QQQ...E.FFGGEHH. Q98 C99 P99 D98 O97 B99 A99  
7 7 0 OOO.D.B..CDPBAAC.P..QQQP..EFF.GGE.HH Q98 F99 D98 H99 O97 B99 A99  
7 7 0 OOO.D.B..CD.BAAC.PQQQ..P..EFFPGGE.HH P99 F99 D98 H99 O97 B99 A99  
7 7 0 OOOCDPB..CDPBAA..P.QQQ....E.FFGGEHH. D98 Q99 C99 P99 O97 B99 A99  
7 7 0 OOOC.PB..CDPBAA.DP.QQQ....E.FFGGEHH. D99 Q99 C99 P99 O97 B99 A99  
7 7 0 .OOOD....CD..AAC..BQQQ.PB.EFFPGGEHHP B97 P98 A99 D98 O98 F99 Q99  
7 7 0 B.OOOPB...DPAA..DP..EQQQ..ECFFGG.CHH E99 Q97 C97 P99 D99 H99 O99  
7 7 0 B.OOOPB..CDPAA.CDP..EQQQ..EFF..GGHH. G99 E99 Q97 P99 D99 F99 O99  
7 7 0 .OOODPB..CDPBAAC.P...QQQ..E.FFGGE.HH Q97 H99 D98 P99 O98 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQFF....GGHH.. F96 H99 E98 Q97 P99 D99 O99  
7 7 0 OOOC..B..C..BAA.DPQQQ.DP..EFFPGGE.HH P99 F99 C99 H99 O97 B99 A99  
7 7 0 OOO.......DP..AADPB.QQQPB.ECFFGGECHH O97 B97 A98 Q98 C97 D99 H99  
7 7 0 B.OOOPB..CDP.AACDP..EQQQ..EFF.GG.HH. A99 E99 Q97 P99 D99 F99 O99  
7 7 0 B.OOOPB.ECDPAAECDP.QQQ.....FF.GG.HH. Q95 E97 Q97 P99 D99 F99 O99  
7 7 0 .OOODPB..CDPBAAC.P..QQQ...E.FFGGE.HH Q98 H99 D98 P99 O98 B99 A99  
7 7 0 B.OOOPB.ECDPAAECDP..QQQ....FF.GG.HH. Q96 E97 Q97 P99 D99 F99 O99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQ...FF.GGHH.. H99 E97 Q97 P99 D99 F99 O99  
7 7 0 OOO.D.B...DPBAA..P.QQQ.P..ECFFGGECHH D98 Q99 C97 H99 O97 B99 A99  
7 7 0 .OOODPB..CDPBAAC.P..EQQQ..E.FFGG.HH. E99 Q97 D98 P99 O98 B99 A99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQ...FF..GGHH. G99 E97 Q97 P99 D99 F99 O99  
7 7 0 OOOC..B..CD.BAA.D.QQQ..P..EFFPGGEHHP D99 P98 C99 F99 O97 B99 A99  
7 7 0 OOO...B...DPBAA.DP.QQQ.P..ECFFGGECHH D99 Q99 C97 H99 O97 B99 A99  
7 7 0 ..OOOPB...DPBAA.DPQQQ.....ECFFGGECHH B99 P99 A99 C97 D99 H99 O99  
7 7 0 OOO.DP...CDPBAAC.PB..QQQ..E.FFGGEHH. B98 Q97 P99 D98 O97 B99 A99  
7 7 0 OOOC.PB..CDPBAA.DP..QQQ...E.FFGGEHH. C99 P99 Q98 O97 B99 A99 D99  
7 7 0 ..OOO....CD..AACD.BQQQ.PB.EFFPGGEHHP P98 F99 D99 O99 B97 A99 Q99  
7 7 0 OOOC.PB..CDPBAA.DPQQQ.....EFF.GGEHH. C99 F99 P99 O97 B99 A99 D99  
7 7 0 OOO.DPB..CDPBAAC.P...QQQ..E.FFGGE.HH H99 Q97 P99 D98 O97 B99 A99  
7 7 0 OOO.DPB..CDPBAAC.P...QQQ..EFF.GGEHH. F99 Q97 P99 D98 O97 B99 A99  
7 7 0 OOO..P...CDP.AACDPB..QQQB.E.FFGGEHH. B97 Q97 P99 O97 B99 A99 D99  
7 7 0 OOO.DPB..CDPBAAC.P..EQQQ..E.FFGG.HH. E99 Q97 P99 D98 O97 B99 A99  
7 7 0 OOOCDPB..CDPBAA..P...QQQ..E.FFGGEHH. C99 Q97 P99 D98 O97 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQFF.....GGHH. F96 G99 E98 Q97 P99 D99 O99  
7 7 0 OOO..PB...DPBAACDPQQQC....EFF.GGEHH. C99 F99 P99 O97 B99 A99 D99  
7 7 0 OOOCD....CDP..AA.PBQQQ.PB.E.FFGGEHH. D98 A98 C99 O97 B97 A99 Q99  
7 7 0 OOOC.....CDP..AADPBQQQ.PB.E.FFGGEHH. D99 A98 C99 O97 B97 A99 Q99  
7 7 0 OOO..PB..CDPBAACDP.QQQ....EFF.GGEHH. P99 F99 Q99 O97 B99 A99 D99  
7 7 0 OOOC.P...C.P..AADPBQQQD.B.E.FFGGEHH. P99 A98 C99 O97 B97 A99 Q99  
7 7 0 OOO.D....CD..AAC.PBQQQ.PB.EFFPGGEHH. P99 F99 D98 O97 B97 A99 Q99  
7 7 0 OOOCD.B..CDPBAA..P.QQQ.P..EFF.GGEHH. C99 F99 D98 Q99 O97 B99 A99  
7 7 0 OOOC..B..CDPBAA.DP.QQQ.P..EFF.GGEHH. C99 F99 Q99 O97 B99 A99 D99  
7 7 0 OOO.D....CDPBAAC.PB.QQQP..EFF.GGEHH. B98 Q98 D98 F99 O97 B99 A99  
7 7 0 OOO.DPB...DPBAA..PQQQC....ECFFGGE.HH H99 D98 C98 P99 O97 B99 A99  
7 7 0 OOO.DP...CDP.AAC.PBQQQ..B.EFF.GGEHH. P99 F99 D98 O97 B97 A99 Q99  
7 7 0 OOOCDPB..CDPB.AA.PQQQ.....E.FFGGEHH. D98 A98 C99 P99 O97 B99 A99  
7 7 0 OOOCD....CDP.AA..PBQQQ.PB.EFF.GGEHH. C99 F99 D98 O97 B97 A99 Q99  
7 7 0 ..OOOPB...DPB.AADPQQQC....ECFFGGE.HH P99 H99 D99 B99 O99 A98 C98  
